immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
6310 BR 86,Audi,A3 2.0 FSI,150,moyenne,5,5,blanc,false,28500
670 XU 83,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
779 EJ 71,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
6449 TH 77,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
5007 PV 96,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
8077 BQ 13,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
5630 MJ 71,Mercedes,S500,306,tr�s longue,5,5,gris,false,101300
8533 IU 84,Lancia,Ypsilon 1.4 16V,90,courte,5,3,noir,false,13500
9172 KN 89,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
9280 JH 64,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
2848 TJ 78,Audi,A2 1.4,75,courte,5,5,gris,false,18310
36 TF 90,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
1027 DC 28,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
3548 HY 34,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
4318 NG 23,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
6595 UD 56,Renault,Laguna 2.0T,170,longue,5,5,noir,false,27300
599 TX 91,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
3975 AN 57,Ford,Mondeo 1.8,125,longue,5,5,gris,true,16730
7332 XX 79,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
3254 GF 73,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
4301 NU 51,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
5011 WT 45,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
2222 ZT 60,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
9297 JY 20,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
6194 JG 31,Audi,A2 1.4,75,courte,5,5,gris,false,18310
5542 RI 41,Ford,Mondeo 1.8,125,longue,5,5,bleu,false,23900
3593 WX 15,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
8554 VI 75,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
5394 IY 78,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
4149 UY 74,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
2561 KK 38,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
7155 QX 74,Kia,Picanto 1.1,65,courte,5,5,noir,false,8990
9530 LW 79,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
9539 IR 30,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
4851 LX 65,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
19 LH 91,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
9141 AG 54,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
3429 XM 23,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
8315 ZF 62,BMW,120i,150,moyenne,5,5,blanc,true,25060
4189 QV 65,BMW,M5,507,tr�s longue,5,5,gris,false,94800
2994 BD 98,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
9985 CT 20,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
7879 KE 16,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
1319 II 55,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
9515 XS 95,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
2681 PN 54,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
7378 FQ 10,Nissan,Primera 1.6,109,longue,5,5,noir,false,18650
7492 GX 59,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
1182 IK 83,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
7107 GL 55,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
5544 HO 40,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
6936 XA 43,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
9960 WX 15,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
756 QO 91,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
1335 MQ 48,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
6394 IN 82,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
2564 KT 68,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
4607 UB 52,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
3643 XR 23,BMW,M5,507,tr�s longue,5,5,gris,true,66360
4604 KE 45,Audi,A2 1.4,75,courte,5,5,noir,false,18310
1711 ST 87,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
2090 CC 78,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
4304 EI 81,Audi,A3 2.0 FSI,150,moyenne,5,5,blanc,true,19950
3748 QY 33,BMW,M5,507,tr�s longue,5,5,noir,true,66360
7461 NS 38,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
152 YK 15,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
6116 FZ 51,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
70 HS 90,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
2308 DG 29,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029
5519 UP 54,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
1617 HS 70,BMW,M5,507,tr�s longue,5,5,noir,false,94800
4102 ON 58,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
2296 WX 66,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
4322 NB 53,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
86 RB 28,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
6842 EV 26,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
2092 VV 90,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
4470 YY 62,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,blanc,false,30000
3966 EI 98,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
3172 YM 45,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
3918 EP 92,BMW,M5,507,tr�s longue,5,5,gris,false,94800
1969 AU 67,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
1861 VX 43,Kia,Picanto 1.1,65,courte,5,5,rouge,false,8990
3547 XU 51,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
7115 NK 57,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
1173 LU 94,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
9769 SY 55,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
4083 MO 59,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
9262 VQ 40,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
3913 LW 76,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
4646 WJ 17,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
8159 WN 79,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
164 ZV 83,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
3999 EF 64,BMW,M5,507,tr�s longue,5,5,gris,true,66360
169 DU 43,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,bleu,false,31790
6789 XY 76,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
6842 PQ 13,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
2686 DW 92,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
3565 UY 25,Audi,A2 1.4,75,courte,5,5,gris,false,18310
9017 XN 10,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
4555 NN 92,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,true,34440
6248 JS 89,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
7648 PN 93,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
5215 FQ 36,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
54 JW 70,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,true,16029
8740 BB 60,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
7933 XS 92,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
5293 AN 20,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
502 CU 89,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
1588 CG 89,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
5522 UZ 72,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
2038 DL 89,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
8551 ZM 73,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
7999 HX 78,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
715 EH 73,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
8847 LM 76,BMW,120i,150,moyenne,5,5,gris,true,25060
726 ME 68,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
7287 YJ 92,Mercedes,A200,136,moyenne,5,5,rouge,false,25900
8356 JB 60,Audi,A2 1.4,75,courte,5,5,gris,false,18310
4828 WK 40,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
7888 JQ 75,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
7987 ZY 65,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
2522 GG 71,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
7411 FM 35,Renault,Laguna 2.0T,170,longue,5,5,gris,true,19110
2177 DW 53,Nissan,Primera 1.6,109,longue,5,5,bleu,false,18650
5989 EY 12,Renault,Laguna 2.0T,170,longue,5,5,noir,true,19110
5945 BD 33,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
6327 IS 34,BMW,M5,507,tr�s longue,5,5,gris,false,94800
2662 KZ 94,Nissan,Primera 1.6,109,longue,5,5,rouge,false,18650
5300 OR 33,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
9279 ZH 47,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,gris,false,31790
1869 AA 17,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
7931 LY 62,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
5282 WO 89,BMW,M5,507,tr�s longue,5,5,noir,false,94800
9990 GR 56,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
1353 GA 28,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
9677 VL 25,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
9894 XO 38,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
653 FE 42,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
8385 RR 83,Ford,Mondeo 1.8,125,longue,5,5,blanc,false,23900
5319 EW 50,Mercedes,S500,306,tr�s longue,5,5,rouge,false,101300
7571 FR 23,Fiat,Croma 2.2,147,longue,5,5,noir,false,24780
3519 JO 23,Mercedes,A200,136,moyenne,5,5,bleu,true,18130
7032 GS 88,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
2968 KA 40,Audi,A2 1.4,75,courte,5,5,noir,false,18310
2477 IH 20,Dacia,Logan 1.6 MPI,90,moyenne,5,5,noir,false,7500
4041 ZE 46,Audi,A2 1.4,75,courte,5,5,noir,true,12817
4755 PD 35,Audi,A2 1.4,75,courte,5,5,noir,false,18310
4938 II 32,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,noir,false,22900
1386 GO 64,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
1111 KK 59,Audi,A2 1.4,75,courte,5,5,noir,true,12817
4246 FQ 55,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
4955 LB 59,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
2365 PU 55,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
5670 PN 90,Mercedes,A200,136,moyenne,5,5,rouge,true,18130
2551 KP 45,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
3304 AF 14,BMW,M5,507,tr�s longue,5,5,noir,false,94800
7596 VQ 59,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
6467 VF 48,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
5929 AR 89,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,bleu,false,30000
8763 XS 87,Kia,Picanto 1.1,65,courte,5,5,bleu,false,8990
9386 HW 34,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
905 VX 92,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
5121 IQ 56,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
5443 SZ 59,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
2461 EW 31,Audi,A2 1.4,75,courte,5,5,gris,true,12817
774 FZ 84,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
9411 EW 86,BMW,M5,507,tr�s longue,5,5,gris,true,66360
8428 IF 87,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
9897 HE 33,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
725 CL 57,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
2453 KS 37,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,false,12200
1138 OO 43,Seat,Toledo 1.6,102,longue,5,5,blanc,false,18880
3825 AN 72,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
6532 QR 18,BMW,M5,507,tr�s longue,5,5,gris,false,94800
6426 OE 37,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
145 SC 65,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
6716 BT 98,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
4703 HX 82,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
4599 PG 43,Mercedes,A200,136,moyenne,5,5,bleu,false,25900
3799 GB 92,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
7677 IF 77,Audi,A2 1.4,75,courte,5,5,noir,false,18310
1363 XF 50,Audi,A2 1.4,75,courte,5,5,gris,false,18310
6353 AY 43,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
3423 CY 71,BMW,M5,507,tr�s longue,5,5,noir,true,66360
7896 MR 72,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
3803 AJ 16,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,false,12200
3723 GV 32,Kia,Picanto 1.1,65,courte,5,5,rouge,false,8990
7590 TC 58,Lancia,Ypsilon 1.4 16V,90,courte,5,3,noir,false,13500
7971 IO 89,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
1732 AT 60,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
9819 AY 49,BMW,M5,507,tr�s longue,5,5,gris,true,66360
4089 XT 48,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
2930 XP 37,Ford,Mondeo 1.8,125,longue,5,5,blanc,true,16730
2380 FC 68,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,true,8540
2005 ZJ 17,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
8948 ST 20,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,noir,false,31790
2232 PD 57,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
2206 TU 14,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
6366 MM 32,Audi,A2 1.4,75,courte,5,5,noir,false,18310
6260 FN 61,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
5084 OQ 86,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
4598 HA 43,Lancia,Ypsilon 1.4 16V,90,courte,5,3,bleu,false,13500
2762 UF 27,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
7285 NF 69,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
5825 YL 66,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
18 DA 15,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
8941 FH 45,Volkswagen,Polo 1.2 6V,55,courte,5,3,gris,true,8540
7107 GX 36,BMW,M5,507,tr�s longue,5,5,gris,true,66360
6715 WC 94,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
9918 SD 82,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
9180 YS 44,Volkswagen,Polo 1.2 6V,55,courte,5,3,bleu,false,12200
1036 HU 40,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
4832 TN 56,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
7879 RT 76,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,bleu,false,30000
7868 ZG 19,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
5179 LZ 44,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
8692 BA 29,BMW,M5,507,tr�s longue,5,5,noir,true,66360
1368 DX 30,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
8976 OF 14,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
61 OU 24,Mini,Copper 1.6 16V,115,courte,5,5,gris,true,12740
3835 YM 56,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
9390 NF 68,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
5294 DM 97,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
8687 YQ 39,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
9401 TL 31,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,rouge,false,31790
55 SE 69,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
3147 CK 41,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
9870 GM 35,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
5124 MG 56,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
3646 HD 18,BMW,M5,507,tr�s longue,5,5,noir,false,94800
1817 VK 95,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,bleu,false,30000
9236 WW 60,Daihatsu,Cuore 1.0,58,courte,5,3,noir,false,8850
7744 AR 67,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
576 ZF 54,Fiat,Croma 2.2,147,longue,5,5,blanc,true,17346
8751 IO 21,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
7600 KO 66,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
113 IH 90,Renault,Laguna 2.0T,170,longue,5,5,gris,false,27300
5145 GU 85,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
3584 WK 56,Mercedes,S500,306,tr�s longue,5,5,gris,false,101300
7406 LJ 18,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
3819 WX 87,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
3734 JL 85,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
2961 OO 92,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
1593 HK 11,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
8404 YK 65,Audi,A2 1.4,75,courte,5,5,noir,false,18310
8291 WZ 48,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
3463 DT 90,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,gris,true,16029
9056 NL 36,Seat,Toledo 1.6,102,longue,5,5,noir,false,18880
7376 VA 78,Mercedes,A200,136,moyenne,5,5,bleu,false,25900
973 TG 41,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
9510 OM 30,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
5549 VC 33,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
6483 QF 47,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
1809 EA 29,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
8914 GU 48,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
2670 NU 88,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
9361 WF 46,Mercedes,S500,306,tr�s longue,5,5,gris,false,101300
1531 DK 82,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
1808 UK 39,Mini,Copper 1.6 16V,115,courte,5,5,noir,false,18200
8031 AF 58,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
4880 DU 67,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
1383 WX 72,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
4997 EL 55,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
6605 CH 48,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
3940 SC 87,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
4129 XD 32,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
7397 FD 92,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,true,25970
5620 NJ 20,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
8609 OJ 55,Saab,9.3 1.8T,150,longue,5,5,blanc,true,27020
5864 SO 39,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
1252 RL 89,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
2657 CV 51,BMW,M5,507,tr�s longue,5,5,gris,false,94800
7260 JI 50,Volvo,S80 T6,272,tr�s longue,5,5,noir,true,35350
454 EX 73,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
2023 AJ 77,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,true,34440
6943 OS 85,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
1608 QF 73,Daihatsu,Cuore 1.0,58,courte,5,3,blanc,false,8850
1576 NC 43,BMW,M5,507,tr�s longue,5,5,noir,false,94800
6419 OX 19,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
2365 NO 56,Nissan,Primera 1.6,109,longue,5,5,gris,false,18650
4796 DI 62,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
8572 GT 43,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
7628 RQ 17,Mercedes,S500,306,tr�s longue,5,5,gris,false,101300
357 ZF 66,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,false,22350
7979 TD 44,Fiat,Croma 2.2,147,longue,5,5,gris,true,17346
8556 UK 16,Audi,A2 1.4,75,courte,5,5,gris,true,12817
4454 DL 32,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
2341 IQ 76,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
7466 QA 54,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
2727 BY 84,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
7254 II 45,Audi,A2 1.4,75,courte,5,5,gris,false,18310
8730 TI 42,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
1821 ZO 59,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
2056 VP 48,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
6369 YU 14,BMW,M5,507,tr�s longue,5,5,noir,false,94800
5983 HH 62,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
4297 CR 26,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
8492 YW 27,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
6699 MX 97,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
5297 DR 58,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
1154 FG 20,Mercedes,S500,306,tr�s longue,5,5,gris,true,70910
5039 CT 71,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
7144 ZF 68,Peugeot,1007 1.4,75,courte,5,5,blanc,true,9625
4204 FL 43,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
4812 PT 34,Volvo,S80 T6,272,tr�s longue,5,5,blanc,false,50500
7118 GJ 61,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
4718 SH 50,Skoda,Superb 2.8 V6,193,tr�s longue,5,5,blanc,false,31790
2974 HJ 63,Mercedes,S500,306,tr�s longue,5,5,bleu,false,101300
7741 QY 10,BMW,120i,150,moyenne,5,5,noir,true,25060
2422 MG 29,Saab,9.3 1.8T,150,longue,5,5,bleu,true,27020
7519 FO 67,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
7970 AD 85,Saab,9.3 1.8T,150,longue,5,5,rouge,false,38600
809 UJ 45,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
5122 JP 32,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
98 DA 71,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
9206 NU 55,Volvo,S80 T6,272,tr�s longue,5,5,bleu,true,35350
868 TT 31,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
3472 FK 70,Dacia,Logan 1.6 MPI,90,moyenne,5,5,rouge,false,7500
2619 JO 80,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
1733 EF 56,Volvo,S80 T6,272,tr�s longue,5,5,blanc,true,35350
5011 GK 25,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,false,37100
1308 RU 16,Ford,Mondeo 1.8,125,longue,5,5,rouge,false,23900
1885 JS 89,Audi,A2 1.4,75,courte,5,5,noir,true,12817
1564 BE 78,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
4442 WP 64,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
4194 NN 95,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
9230 AY 33,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
6776 OC 36,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
62 HL 12,Renault,Laguna 2.0T,170,longue,5,5,bleu,false,27300
9967 LY 44,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
1746 OM 66,Peugeot,1007 1.4,75,courte,5,5,noir,true,9625
3477 KM 91,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
6163 JT 75,Volvo,S80 T6,272,tr�s longue,5,5,noir,true,35350
575 VK 97,Ford,Mondeo 1.8,125,longue,5,5,blanc,true,16730
1549 FO 18,Ford,Mondeo 1.8,125,longue,5,5,noir,true,16730
4656 UU 18,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
4398 ZD 98,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
3279 LE 98,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
564 XS 11,Volkswagen,Polo 1.2 6V,55,courte,5,3,noir,true,8540
7061 JW 74,Mercedes,S500,306,tr�s longue,5,5,blanc,false,101300
9075 FE 11,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
8172 UO 34,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
8412 MV 45,Mercedes,A200,136,moyenne,5,5,blanc,false,25900
4065 HV 37,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
5751 FW 53,Saab,9.3 1.8T,150,longue,5,5,gris,true,27020
