situationFamiliale,age,sexe,taux,nbEnfantsAcharge,puissance,nbPlaces,nbPortes
En Couple,57,1,921,1,197,5,5
Seul,58,1,537,1,110,5,5
En Couple,35,1,401,1,245,5,5
En Couple,54,1,917,1,507,5,5
Seule,32,1,869,1,197,5,5
En Couple,39,1,1164,1,507,5,5
Célibataire,50,1,415,1,75,5,5
En Couple,67,1,170,1,65,5,5
En Couple,52,1,504,1,245,5,5
En Couple,34,1,171,1,200,5,5
Célibataire,63,1,435,1,55,5,3
Célibataire,40,1,452,1,150,5,5
Célibataire,21,1,234,1,58,5,3
Célibataire,28,1,870,1,75,5,5
Célibataire,42,1,405,1,75,5,5
En Couple,48,1,427,1,75,5,5
En Couple,42,1,197,1,272,5,5
En Couple,78,1,575,1,306,5,5
Célibataire,56,1,182,1,150,5,5
En Couple,63,1,1339,1,306,5,5
En Couple,60,1,726,1,197,5,5
Célibataire,18,1,704,1,75,5,5
En Couple,19,1,584,1,272,5,5
En Couple,48,1,1361,1,507,5,5
Seule,64,1,173,1,102,5,5
En Couple,57,1,953,1,75,5,5
En Couple,66,1,166,1,272,5,5
En Couple,75,1,567,1,306,5,5
En Couple,25,1,442,1,125,5,5
En Couple,33,1,185,1,125,5,5
En Couple,50,1,506,1,272,5,5
En Couple,32,1,515,1,147,5,5
En Couple,54,1,234,1,245,5,5
En Couple,42,1,574,1,170,5,5
En Couple,42,1,240,1,200,5,5
En Couple,70,1,556,1,306,5,5
En Couple,0,1,905,1,197,5,5
En Couple,73,1,562,1,306,5,5
En Couple,53,1,458,1,507,5,5
En Couple,45,1,443,1,245,5,5
Célibataire,44,1,466,1,75,5,5
En Couple,70,1,449,1,150,5,5
En Couple,30,1,756,1,507,5,5
En Couple,32,1,442,1,75,5,5
En Couple,66,1,561,1,306,5,5
En Couple,31,1,430,1,170,5,5
En Couple,52,1,565,1,147,5,5
En Couple,35,1,418,1,507,5,5
En Couple,45,1,433,1,507,5,5
Célibataire,56,1,1285,1,75,5,5
En Couple,47,1,1137,1,197,5,5
Célibataire,29,1,169,1,55,5,3
Célibataire,26,1,160,1,150,5,5
Célibataire,24,1,404,1,75,5,5
Célibataire,28,1,944,1,75,5,5
En Couple,38,1,586,1,170,5,5
Célibataire,80,1,191,1,58,5,3
En Couple,26,1,1372,1,197,5,5
Célibataire,82,1,434,1,136,5,5
En Couple,52,1,435,1,272,5,5
En Couple,23,1,1054,1,507,5,5
En Couple,57,1,426,1,272,5,5
Seule,23,1,585,1,147,5,5
En Couple,24,1,1293,1,197,5,5
En Couple,49,1,455,1,507,5,5
En Couple,23,1,736,1,507,5,5
Célibataire,20,1,448,1,75,5,5
En Couple,82,1,1097,1,150,5,5
En Couple,36,1,236,1,245,5,5
En Couple,46,1,1289,1,197,5,5
Célibataire,48,1,806,1,150,5,5
Célibataire,34,1,1112,1,75,5,5
Seule,31,1,547,1,197,5,5
Célibataire,55,1,229,1,135,5,5
Célibataire,54,1,171,1,135,5,5
En Couple,79,1,1191,1,150,5,5
En Couple,55,1,518,1,507,5,5
Célibataire,27,1,1280,1,75,5,5
En Couple,52,1,549,1,147,5,5
En Couple,31,1,544,1,272,5,5
En Couple,84,1,244,1,193,5,5
En Couple,22,1,429,1,197,5,5
Célibataire,44,1,477,1,75,5,5
En Couple,24,1,158,1,200,5,5
En Couple,23,1,1356,1,507,5,5
En Couple,78,1,482,1,55,5,3
En Couple,26,1,542,1,170,5,5
Célibataire,59,1,589,1,150,5,5
En Couple,21,1,521,1,507,5,5
En Couple,33,1,212,1,200,5,5
En Couple,46,1,211,1,109,5,5
En Couple,52,1,426,1,507,5,5
En Couple,19,1,504,1,507,5,5
En Couple,78,1,1150,1,150,5,5
En Couple,52,1,552,1,197,5,5
En Couple,61,1,151,1,65,5,5
En Couple,18,1,432,1,245,5,5
Célibataire,32,1,420,1,135,5,5
Célibataire,41,1,410,1,150,5,5
Célibataire,81,1,1322,1,136,5,5
En Couple,23,1,702,1,507,5,5
En Couple,58,1,191,1,58,5,3
En Couple,66,1,571,1,306,5,5
Célibataire,40,1,400,1,55,5,3
En Couple,22,1,536,1,507,5,5
En Couple,20,1,531,1,245,5,5
En Couple,52,1,583,1,245,5,5
En Couple,36,1,168,1,109,5,5
En Couple,70,1,190,1,193,5,5
Célibataire,48,1,593,1,150,5,5
En Couple,28,1,529,1,147,5,5
Célibataire,31,1,219,1,115,5,5
En Couple,23,1,590,1,507,5,5
En Couple,59,1,562,1,245,5,5
Célibataire,60,1,470,1,110,5,5
Célibataire,45,1,162,1,90,5,5
En Couple,35,1,535,1,272,5,5
En Couple,24,1,593,1,75,5,5
Célibataire,23,1,1151,1,75,5,5
En Couple,24,1,512,1,197,5,5
Célibataire,59,1,1239,1,75,5,5
En Couple,56,1,1322,1,507,5,5
Célibataire,74,1,731,1,75,5,5
En Couple,48,1,1238,1,197,5,5
Célibataire,44,1,1351,1,75,5,5
En Couple,27,1,1117,1,197,5,5
En Couple,21,1,484,1,147,5,5
En Couple,77,1,544,1,75,5,5
En Couple,26,1,595,1,245,5,5
En Couple,33,1,1043,1,75,5,5
Célibataire,29,1,1239,1,75,5,5
Célibataire,21,1,1220,1,75,5,5
En Couple,22,1,481,1,75,5,5
En Couple,56,1,550,1,197,5,5
En Couple,37,1,525,1,147,5,5
En Couple,55,1,481,1,55,5,3
Célibataire,24,1,452,1,55,5,3
En Couple,25,1,1034,1,507,5,5
En Couple,26,1,500,1,75,5,5
En Couple,33,1,405,1,75,5,5
En Couple,70,1,1035,1,75,5,5
Marié(e),39,1,541,1,125,5,5
En Couple,23,1,549,1,272,5,5
En Couple,24,1,870,1,197,5,5
En Couple,47,1,433,1,170,5,5
En Couple,19,1,0,1,197,5,5
En Couple,34,1,504,1,170,5,5
En Couple,26,1,221,1,193,5,5
Célibataire,43,1,589,1,75,5,5
Célibataire,27,1,1174,1,75,5,5
Célibataire,71,1,477,1,75,5,5
En Couple,18,1,160,1,147,5,5
En Couple,54,1,475,0,170,5,5
En Couple,30,1,194,1,109,5,5
En Couple,52,1,576,1,170,5,5
En Couple,39,1,202,1,200,5,5
En Couple,58,1,1337,1,197,5,5
En Couple,66,1,502,1,150,5,5
En Couple,27,1,233,1,170,5,5
En Couple,55,1,483,1,75,5,5
Célibataire,35,1,1067,1,75,5,5
En Couple,61,1,887,1,150,5,5
Seule,39,1,1299,1,507,5,5
Seule,29,1,185,1,109,5,5
En Couple,21,1,549,1,125,5,5
En Couple,50,1,927,1,75,5,5
En Couple,55,1,156,1,75,5,5
En Couple,24,1,598,1,147,5,5
En Couple,26,1,777,1,197,5,5
Célibataire,84,1,438,1,136,5,5
En Couple,23,1,580,1,245,5,5
Célibataire,82,1,1246,1,75,5,5
Seule,67,1,544,1,150,5,5
En Couple,52,1,451,1,75,5,5
Seule,34,1,1048,1,507,5,5
En Couple,18,1,927,1,507,5,5
En Couple,23,1,1066,1,197,5,5
En Couple,63,1,201,1,102,5,5
Célibataire,54,1,587,1,75,5,5
En Couple,45,1,409,1,75,5,5
En Couple,28,1,917,1,75,5,5
En Couple,75,1,550,1,306,5,5
Célibataire,61,1,401,1,136,5,5
En Couple,29,1,1327,1,75,5,5
En Couple,39,1,443,1,272,5,5
Célibataire,55,1,549,1,55,5,3
En Couple,36,1,478,1,125,5,5
Célibataire,20,1,581,1,75,5,5
En Couple,66,1,860,1,75,5,5
Célibataire,25,1,511,1,75,5,5
En Couple,28,1,717,1,507,5,5
Célibataire,42,1,579,1,75,5,5
En Couple,39,1,578,1,125,5,5
En Couple,35,1,233,1,193,5,5
En Couple,51,1,1354,1,197,5,5
En Couple,37,1,1244,1,507,5,5
En Couple,31,1,1383,1,75,5,5
En Couple,70,1,1380,1,150,5,5
En Couple,50,1,216,1,245,5,5
Célibataire,22,1,173,1,90,5,5
En Couple,24,1,197,1,200,5,5
Célibataire,68,1,512,1,136,5,5
En Couple,18,1,591,1,75,5,5
Célibataire,67,1,153,1,55,5,3
En Couple,25,1,422,1,245,5,5
Célibataire,73,1,414,1,136,5,5
Célibataire,74,1,445,1,75,5,5
En Couple,56,1,513,1,147,5,5
En Couple,40,1,818,1,197,5,5
Célibataire,67,1,400,1,55,5,3
Seule,59,1,415,1,147,5,5
En Couple,24,1,733,1,197,5,5
Célibataire,48,0,582,1,55,5,3
En Couple,19,1,517,1,170,5,5
En Couple,25,1,416,1,75,5,5
En Couple,23,1,407,1,272,5,5
En Couple,42,1,540,1,272,5,5
Seule,51,1,1160,1,507,5,5
En Couple,31,1,556,1,507,5,5
En Couple,43,1,228,1,65,5,5
Célibataire,19,1,921,1,75,5,5
Célibataire,33,1,531,1,75,5,5
Célibataire,22,1,501,1,150,5,5
En Couple,45,1,587,1,272,5,5
En Couple,19,1,579,1,125,5,5
En Couple,64,1,1389,1,306,5,5
En Couple,47,1,523,1,75,5,5
En Couple,23,1,456,1,125,5,5
En Couple,54,1,728,1,507,5,5
En Couple,50,1,1013,1,197,5,5
En Couple,49,1,497,1,245,5,5
Célibataire,25,1,218,1,115,5,5
En Couple,48,1,545,1,125,5,5
Célibataire,24,1,172,1,55,5,3
Célibataire,55,1,496,1,150,5,5
En Couple,21,1,447,1,147,5,5
En Couple,75,1,238,1,125,5,5
En Couple,71,1,191,1,102,5,5
Célibataire,47,1,532,1,55,5,3
En Couple,47,1,549,1,75,5,5
En Couple,44,1,207,1,200,5,5
Célibataire,35,1,1158,1,75,5,5
Seule,26,1,768,1,197,5,5
Célibataire,64,1,550,1,136,5,5
En Couple,27,1,571,1,272,5,5
En Couple,18,1,229,1,193,5,5
Célibataire,41,1,406,1,150,5,5
En Couple,20,1,488,1,272,5,5
Célibataire,32,1,401,1,150,5,5
Célibataire,40,1,1346,1,75,5,5
En Couple,43,1,958,1,507,5,5
En Couple,36,1,192,1,58,5,3
Célibataire,18,1,882,1,75,5,5
En Couple,29,1,1186,1,197,5,5
En Couple,27,1,837,1,197,5,5
En Couple,73,1,167,1,102,5,5
En Couple,37,1,456,1,170,5,5
Célibataire,42,1,1387,1,75,5,5
Célibataire,40,1,471,1,75,5,5
En Couple,18,1,464,1,125,5,5
En Couple,22,1,824,1,507,5,5
En Couple,38,1,511,1,507,5,5
En Couple,60,1,1069,1,197,5,5
En Couple,27,1,219,1,200,5,5
En Couple,35,1,519,1,125,5,5
En Couple,35,1,225,1,245,5,5
En Couple,25,1,580,1,507,5,5
En Couple,41,1,228,1,125,5,5
Célibataire,81,1,1132,1,75,5,5
En Couple,49,1,589,1,507,5,5
Célibataire,58,1,421,1,135,5,5
Célibataire,83,1,590,1,136,5,5
Seule,20,1,191,1,125,5,5
Célibataire,72,1,567,1,55,5,3
En Couple,39,1,530,1,197,5,5
Célibataire,53,1,1109,1,150,5,5
En Couple,26,1,534,1,147,5,5
Célibataire,83,1,1342,1,75,5,5
En Couple,19,1,925,1,197,5,5
Célibataire,44,1,590,1,135,5,5
En Couple,44,1,410,1,147,5,5
Célibataire,36,1,468,1,75,5,5
En Couple,48,1,905,1,507,5,5
En Couple,50,1,1183,1,197,5,5
En Couple,22,1,215,1,125,5,5
Célibataire,45,1,1289,1,75,5,5
En Couple,59,1,558,1,507,5,5
En Couple,27,1,537,1,75,5,5
En Couple,48,1,955,1,507,5,5
Célibataire,28,1,1003,1,75,5,5
En Couple,26,1,485,1,245,5,5
Célibataire,38,1,404,1,135,5,5
En Couple,57,1,177,1,55,5,3
En Couple,72,1,413,1,150,5,5
En Couple,55,1,187,1,170,5,5
Célibataire,18,1,230,1,135,5,5
Célibataire,19,1,229,1,115,5,5
En Couple,23,1,1102,1,197,5,5
Célibataire,27,1,237,1,115,5,5
En Couple,82,1,413,1,150,5,5
En Couple,44,1,165,1,200,5,5
En Couple,40,1,216,1,125,5,5
En Couple,24,1,484,1,170,5,5
Célibataire,24,1,483,1,75,5,5
En Couple,26,1,1120,1,507,5,5
Célibataire,23,1,448,1,75,5,5
En Couple,54,1,249,1,102,5,5
Célibataire,69,1,469,1,136,5,5
En Couple,41,1,227,1,102,5,5
En Couple,27,1,533,1,197,5,5
Célibataire,48,1,559,1,75,5,5
En Couple,71,1,546,1,306,5,5
Célibataire,75,1,869,1,115,5,5
Célibataire,31,1,431,1,75,5,5
En Couple,21,1,151,1,200,5,5
Célibataire,21,1,231,1,58,5,3
En Couple,23,1,533,1,125,5,5
En Couple,30,1,510,1,272,5,5
En Couple,42,1,235,1,200,5,5
Célibataire,42,1,434,1,55,5,3
En Couple,39,1,243,1,193,5,5
En Couple,39,1,1185,1,197,5,5
Célibataire,68,1,151,1,115,5,5
Seul,19,1,512,1,55,5,3
En Couple,47,1,1039,1,507,5,5
En Couple,31,1,499,1,197,5,5
En Couple,68,1,212,1,102,5,5
Célibataire,36,1,155,1,55,5,3
En Couple,28,1,208,1,147,5,5
En Couple,81,1,532,1,55,5,3
En Couple,38,1,248,1,245,5,5
En Couple,18,1,585,1,507,5,5
En Couple,18,1,415,1,125,5,5
Célibataire,78,1,239,1,55,5,3
En Couple,82,1,512,1,75,5,5
En Couple,44,1,786,1,197,5,5
En Couple,42,1,416,1,272,5,5
Célibataire,53,1,427,1,110,5,5
En Couple,55,1,894,1,75,5,5
En Couple,23,1,411,1,245,5,5
En Couple,43,1,448,1,245,5,5
Célibataire,61,1,496,1,136,5,5
Célibataire,38,1,542,1,150,5,5
En Couple,36,1,827,1,75,5,5
Seule,20,1,1272,1,197,5,5
En Couple,83,1,521,1,306,5,5
Célibataire,21,1,515,1,150,5,5
En Couple,59,1,541,1,272,5,5
En Couple,62,1,506,1,150,5,5
En Couple,67,1,561,1,306,5,5
Célibataire,25,1,535,1,135,5,5
En Couple,57,1,593,1,245,5,5
Célibataire,20,1,779,1,75,5,5
Célibataire,20,1,779,1,75,5,5
Célibataire,22,1,426,1,135,5,5
En Couple,55,1,922,1,197,5,5
En Couple,46,1,160,1,193,5,5
En Couple,24,1,438,1,125,5,5
Célibataire,58,1,463,1,55,5,3
En Couple,37,1,206,1,102,5,5
En Couple,56,1,160,1,125,5,5
Seule,22,1,413,1,147,5,5
En Couple,24,1,448,1,507,5,5
En Couple,37,1,582,1,272,5,5
En Couple,49,1,443,1,147,5,5
En Couple,64,1,469,1,306,5,5
En Couple,35,1,568,1,272,5,5
En Couple,22,1,1137,1,507,5,5
Célibataire,36,1,713,1,75,5,5
Marié(e),58,1,483,1,245,5,5
En Couple,26,1,408,1,272,5,5
En Couple,50,1,496,1,245,5,5
En Couple,37,1,216,1,193,5,5
En Couple,75,1,938,1,306,5,5
En Couple,46,1,563,1,170,5,5
En Couple,75,1,569,1,150,5,5
Célibataire,77,1,156,1,150,5,5
En Couple,29,1,151,1,109,5,5
En Couple,38,1,151,1,272,5,5
En Couple,47,1,215,1,125,5,5
Seule,44,1,239,1,125,5,5
Célibataire,23,1,1083,1,75,5,5
En Couple,28,1,890,1,197,5,5
Célibataire,26,1,221,1,58,5,3
En Couple,60,1,795,1,197,5,5
En Couple,20,1,460,1,147,5,5
En Couple,32,1,447,1,170,5,5
Seule,55,0,588,1,507,5,5
Seule,64,1,205,1,109,5,5
Célibataire,80,1,846,1,75,5,5
Célibataire,60,1,469,1,150,5,5
Célibataire,71,1,885,1,136,5,5
Célibataire,63,1,454,1,136,5,5
En Couple,34,1,459,1,170,5,5
Célibataire,18,1,519,1,150,5,5
En Couple,29,1,1389,1,507,5,5
En Couple,21,1,509,1,55,5,3
En Couple,36,1,190,1,193,5,5
Célibataire,20,1,173,1,55,5,3
En Couple,27,1,401,1,245,5,5
En Couple,47,1,218,1,193,5,5
En Couple,25,1,1082,1,75,5,5
En Couple,42,1,200,1,102,5,5
En Couple,48,1,502,1,125,5,5
Célibataire,73,1,487,1,75,5,5
En Couple,45,1,991,1,507,5,5
En Couple,48,1,989,1,507,5,5
Célibataire,46,1,525,1,135,5,5
En Couple,31,1,172,1,193,5,5
Célibataire,55,1,473,1,150,5,5
En Couple,48,1,1089,1,197,5,5
Seule,65,1,1183,1,150,5,5
Célibataire,30,1,803,1,75,5,5
En Couple,56,1,492,1,272,5,5
Célibataire,23,1,763,1,75,5,5
En Couple,22,1,402,1,125,5,5
Seule,58,1,487,1,245,5,5
Célibataire,49,1,506,1,135,5,5
Célibataire,49,1,729,1,75,5,5
En Couple,29,1,764,1,75,5,5
En Couple,20,1,961,1,197,5,5
En Couple,35,1,784,1,75,5,5
En Couple,42,1,443,1,55,5,3
Seule,27,1,554,1,272,5,5
En Couple,38,1,1025,1,197,5,5
Célibataire,47,1,590,1,150,5,5
En Couple,42,1,1318,1,197,5,5
En Couple,25,1,203,1,109,5,5
Célibataire,51,1,1124,1,75,5,5
En Couple,23,1,1003,1,197,5,5
En Couple,39,1,420,1,197,5,5
Célibataire,28,1,711,1,75,5,5
Célibataire,63,1,898,1,75,5,5
1,48,1,521,1,75,5,5
Célibataire,48,1,529,1,135,5,5
En Couple,52,1,1206,1,75,5,5
En Couple,31,1,562,1,55,5,3
Seule,33,1,185,1,109,5,5
En Couple,72,1,426,1,75,5,5
Célibataire,38,1,410,1,115,5,5
En Couple,30,1,435,1,75,5,5
En Couple,66,1,154,1,102,5,5
Seule,57,1,421,1,125,5,5
En Couple,69,1,528,1,150,5,5
En Couple,33,1,582,1,197,5,5
En Couple,29,1,155,1,200,5,5
Célibataire,22,1,741,1,75,5,5
En Couple,43,1,1226,1,197,5,5
En Couple,52,1,718,1,507,5,5
En Couple,44,1,756,1,507,5,5
En Couple,41,1,241,1,200,5,5
En Couple,22,1,557,1,507,5,5
Célibataire,68,1,425,1,75,5,5
Célibataire,71,1,805,1,136,5,5
En Couple,47,1,232,1,65,5,5
En Couple,33,1,469,1,115,5,5
En Couple,74,1,411,1,306,5,5
En Couple,26,1,555,1,507,5,5
Seule,35,1,445,1,170,5,5
Célibataire,68,1,1318,1,136,5,5
En Couple,48,1,477,1,75,5,5
Célibataire,26,1,984,1,75,5,5
En Couple,33,1,223,1,109,5,5
Célibataire,74,1,212,1,150,5,5
En Couple,73,1,812,1,150,5,5
En Couple,56,1,519,1,507,5,5
Célibataire,58,1,1305,1,75,5,5
En Couple,84,1,552,1,306,5,5
En Couple,42,1,594,1,245,5,5
En Couple,18,1,1044,1,75,5,5
En Couple,59,1,417,1,197,5,5
En Couple,75,1,848,1,150,5,5
En Couple,23,1,521,1,272,5,5
En Couple,18,1,512,1,55,5,3
En Couple,32,1,174,1,55,5,3
Marié(e),34,1,1380,1,197,5,5
Célibataire,69,1,1341,1,136,5,5
En Couple,74,1,787,1,306,5,5
Marié(e),43,1,411,1,245,5,5
Célibataire,42,1,1126,1,75,5,5
En Couple,52,1,456,1,245,5,5
En Couple,78,1,1322,1,306,5,5
Célibataire,73,1,242,1,75,5,5
En Couple,47,1,1199,1,507,5,5
En Couple,18,1,1032,1,507,5,5
Célibataire,22,1,1152,1,75,5,5
En Couple,24,0,516,1,55,5,3
En Couple,23,1,915,1,75,5,5
En Couple,24,1,167,1,125,5,5
Célibataire,21,1,1364,1,75,5,5
En Couple,37,1,528,1,115,5,5
En Couple,40,1,904,1,197,5,5
En Couple,59,1,581,1,507,5,5
Seule,18,1,446,1,147,5,5
En Couple,18,1,506,1,272,5,5
En Couple,70,1,595,1,306,5,5
En Couple,29,1,1,1,75,5,5
Célibataire,45,1,411,1,150,5,5
Célibataire,76,1,491,1,55,5,3
En Couple,28,1,237,1,193,5,5
En Couple,18,1,154,1,147,5,5
En Couple,48,1,472,1,507,5,5
En Couple,34,1,577,1,75,5,5
En Couple,38,1,1150,1,507,5,5
En Couple,37,1,558,1,75,5,5
En Couple,35,1,989,1,507,5,5
Célibataire,23,1,524,1,55,5,3
Célibataire,41,1,451,1,135,5,5
En Couple,47,1,196,1,58,5,3
En Couple,19,1,570,1,147,5,5
En Couple,47,1,430,1,507,5,5
En Couple,46,1,525,1,125,5,5
En Couple,34,1,1282,1,507,5,5
En Couple,46,1,569,1,507,5,5
En Couple,22,1,206,1,200,5,5
En Couple,83,1,589,1,75,5,5
En Couple,70,1,587,1,306,5,5
Célibataire,22,1,873,1,75,5,5
Célibataire,39,1,487,1,135,5,5
En Couple,34,1,569,1,170,5,5
En Couple,53,1,565,1,125,5,5
Célibataire,34,1,240,1,75,5,5
En Couple,61,1,445,1,306,5,5
En Couple,19,1,568,1,507,5,5
Célibataire,66,1,541,1,136,5,5
En Couple,76,1,433,1,90,5,3
En Couple,26,1,449,1,245,5,5
Célibataire,22,1,562,1,150,5,5
En Couple,58,1,199,1,272,5,5
En Couple,35,1,154,1,245,5,5
Célibataire,20,1,1280,1,75,5,5
En Couple,25,1,865,1,507,5,5
Célibataire,30,1,479,1,135,5,5
En Couple,56,1,243,1,125,5,5
En Couple,35,1,763,1,507,5,5
En Couple,31,1,514,1,272,5,5
Célibataire,46,1,439,1,75,5,5
Célibataire,57,1,508,1,55,5,3
Célibataire,28,1,231,1,90,5,5
En Couple,82,1,888,1,150,5,5
En Couple,30,1,511,1,75,5,5
En Couple,24,1,185,1,147,5,5
Célibataire,61,1,550,1,75,5,5
En Couple,50,1,491,1,147,5,5
En Couple,48,1,246,1,109,5,5
En Couple,48,1,905,1,75,5,5
Célibataire,51,1,190,1,65,5,5
Seule,67,1,838,1,150,5,5
Célibataire,27,1,458,1,75,5,5
En Couple,51,1,429,1,245,5,5
En Couple,58,1,1131,1,507,5,5
En Couple,27,1,1017,1,197,5,5
Célibataire,71,1,1033,1,75,5,5
En Couple,79,1,544,1,75,5,5
Célibataire,25,1,468,1,75,5,5
En Couple,75,1,226,1,102,5,5
En Couple,18,1,208,1,125,5,5
En Couple,48,0,1029,1,197,5,5
En Couple,28,1,445,1,125,5,5
En Couple,49,1,215,1,200,5,5
Célibataire,38,1,855,1,75,5,5
En Couple,56,1,237,1,147,5,5
En Couple,79,1,958,1,150,5,5
En Couple,28,1,181,1,109,5,5
En Couple,49,1,188,1,200,5,5
En Couple,22,1,455,1,170,5,5
En Couple,60,1,464,1,272,5,5
En Couple,68,1,221,1,75,5,5
Célibataire,18,1,544,1,75,5,5
En Couple,21,1,400,1,170,5,5
Seul,82,1,496,1,75,5,5
En Couple,35,1,1323,1,75,5,5
En Couple,34,1,588,1,55,5,3
En Couple,84,1,224,1,200,5,5
Seule,52,1,161,1,200,5,5
Célibataire,55,1,594,1,150,5,5
En Couple,34,1,912,1,507,5,5
En Couple,70,1,550,1,306,5,5
Célibataire,77,1,1358,1,136,5,5
Célibataire,57,1,906,1,75,5,5
En Couple,80,1,567,1,306,5,5
En Couple,29,1,1382,1,75,5,5
Célibataire,47,1,218,1,115,5,5
En Couple,39,1,217,1,125,5,5
En Couple,74,1,439,1,150,5,5
Seule,36,1,447,1,147,5,5
En Couple,37,1,483,1,75,5,5
En Couple,54,1,515,1,170,5,5
En Couple,36,1,813,1,197,5,5
En Couple,52,1,406,1,245,5,5
Célibataire,30,1,466,1,150,5,5
En Couple,27,1,433,1,272,5,5
En Couple,59,1,207,1,245,5,5
Célibataire,84,1,1077,1,136,5,5
En Couple,29,1,402,1,507,5,5
En Couple,51,1,453,1,507,5,5
En Couple,84,1,155,1,109,5,5
En Couple,65,1,411,1,150,5,5
En Couple,29,1,571,1,272,5,5
En Couple,75,1,228,1,75,5,5
Seule,26,1,550,1,272,5,5
Seule,26,1,550,1,272,5,5
Célibataire,31,1,414,1,75,5,5
En Couple,20,1,1179,1,197,5,5
En Couple,39,1,209,1,245,5,5
Célibataire,26,1,181,1,115,5,5
En Couple,26,1,185,1,170,5,5
Célibataire,46,1,184,1,75,5,5
Célibataire,43,1,842,1,75,5,5
Célibataire,43,1,842,1,147,5,5
En Couple,26,1,874,1,197,5,5
Célibataire,56,1,223,1,110,5,5
En Couple,25,1,591,1,245,5,5
En Couple,35,1,832,1,507,5,5
Célibataire,21,1,1083,1,75,5,5
En Couple,21,1,1180,1,507,5,5
En Couple,62,1,582,1,306,5,5
En Couple,77,1,199,1,125,5,5
En Couple,79,1,484,1,306,5,5
Célibataire,23,1,525,1,75,5,5
En Couple,26,1,182,1,102,5,5
Célibataire,62,1,453,1,136,5,5
En Couple,84,1,568,1,306,5,5
En Couple,56,1,556,1,507,5,5
En Couple,37,1,476,1,507,5,5
Célibataire,51,1,845,1,75,5,5
En Couple,70,1,988,1,150,5,5
En Couple,27,1,164,1,200,5,5
En Couple,26,0,517,1,197,5,5
En Couple,55,1,1301,1,507,5,5
Célibataire,55,1,1134,1,75,5,5
En Couple,52,1,570,1,75,5,5
Célibataire,56,1,485,1,75,5,5
Célibataire,51,1,561,1,150,5,5
Célibataire,28,1,506,1,135,5,5
0,28,1,489,1,272,5,5
Célibataire,40,1,1197,1,75,5,5
En Couple,63,1,413,1,150,5,5
En Couple,62,1,1103,1,75,5,5
En Couple,49,1,936,1,197,5,5
En Couple,31,1,181,1,200,5,5
En Couple,70,1,460,1,306,5,5
En Couple,29,1,167,1,109,5,5
En Couple,65,1,541,1,150,5,5
En Couple,58,1,198,1,109,5,5
En Couple,59,1,189,1,200,5,5
Célibataire,42,1,214,1,135,5,5
En Couple,49,1,522,1,507,5,5
En Couple,76,1,487,1,75,5,5
Célibataire,41,1,915,1,75,5,5
En Couple,29,1,186,1,272,5,5
En Couple,37,1,594,1,245,5,5
En Couple,54,1,201,1,272,5,5
En Couple,22,1,947,1,197,5,5
En Couple,74,1,222,1,170,5,5
En Couple,70,1,587,1,306,5,5
En Couple,47,1,536,1,507,5,5
En Couple,24,1,456,1,245,5,5
En Couple,26,1,823,1,75,5,5
En Couple,30,1,725,1,507,5,5
En Couple,24,1,545,1,507,5,5
Célibataire,36,1,577,1,135,5,5
En Couple,68,1,226,1,245,5,5
En Couple,32,1,198,1,55,5,3
Célibataire,79,1,242,1,135,5,5
En Couple,50,1,1223,1,197,5,5
En Couple,35,1,484,1,245,5,5
En Couple,19,1,463,1,245,5,5
Célibataire,40,1,781,1,75,5,5
Seule,42,1,779,1,507,5,5
En Couple,38,1,951,1,507,5,5
Célibataire,45,1,1115,1,75,5,5
Célibataire,31,1,218,1,65,5,5
En Couple,44,1,1083,1,507,5,5
En Couple,58,1,1158,1,507,5,5
En Couple,31,1,471,1,245,5,5
En Couple,26,1,570,1,147,5,5
En Couple,24,1,423,1,507,5,5
Célibataire,43,1,872,1,75,5,5
En Couple,44,1,1320,1,507,5,5
Célibataire,18,1,799,1,75,5,5
En Couple,28,1,498,1,197,5,5
Célibataire,72,1,232,1,65,5,5
Célibataire,59,1,456,1,150,5,5
En Couple,26,0,742,1,507,5,5
Célibataire,29,1,454,1,75,5,5
En Couple,41,1,431,1,170,5,5
En Couple,40,1,877,1,75,5,5
En Couple,25,1,160,1,90,5,3
Célibataire,57,1,162,1,115,5,5
Célibataire,65,1,422,1,75,5,5
Célibataire,83,1,552,1,115,5,5
En Couple,47,1,407,1,147,5,5
En Couple,75,1,1349,1,306,5,5
Célibataire,39,1,711,1,75,5,5
Célibataire,46,1,168,1,90,5,5
En Couple,77,1,546,1,75,5,5
En Couple,26,1,1025,1,507,5,5
En Couple,29,1,242,1,272,5,5
En Couple,50,1,501,1,125,5,5
En Couple,76,1,565,1,306,5,5
En Couple,61,1,185,1,102,5,5
Célibataire,76,1,904,1,75,5,5
Célibataire,20,1,590,1,55,5,3
En Couple,62,1,712,1,306,5,5
En Couple,42,1,163,1,147,5,5
En Couple,60,1,168,1,193,5,5
En Couple,56,1,429,1,507,5,5
En Couple,56,1,429,1,272,5,5
En Couple,27,1,244,1,55,5,3
En Couple,71,1,1041,1,306,5,5
Célibataire,65,1,1362,1,136,5,5
En Couple,49,1,537,1,245,5,5
Célibataire,73,1,440,1,115,5,5
En Couple,81,1,831,1,306,5,5
Seule,79,1,1131,1,306,5,5
En Couple,24,1,155,1,147,5,5
En Couple,25,1,574,1,55,5,3
En Couple,55,1,1057,1,507,5,5
