age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation,immatriculation,marque,nom,puissance,longueur,nbPlaces,nbPortes,couleur,occasion,prix
31,M,199,En Couple,0,true,41 NN 53,41 NN 53,Kia,Picanto 1.1,65,courte,5,5,rouge,false,8990
66,M,210,C�libataire,0,false,6702 MT 84,6702 MT 84,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029
44,M,867,En Couple,3,false,9278 BD 80,9278 BD 80,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
24,M,574,En Couple,1,true,6607 QD 44,6607 QD 44,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
27,M,590,Seule,1,false,2023 VC 74,2023 VC 74,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
27,M,590,Seule,1,false,2023 VC 74,2023 VC 74,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
72,M,522,En Couple,1,false,4687 UB 19,4687 UB 19,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
22,M,722,En Couple,1,false,5929 LT 60,5929 LT 60,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
22,F,578,En Couple,4,true,2766 IJ 91,2766 IJ 91,Volvo,S80 T6,272,tr�s longue,5,5,rouge,false,50500
63,M,406,En Couple,0,false,3600 GC 23,3600 GC 23,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
24,M,174,Seule,2,false,862 EV 81,862 EV 81,Seat,Toledo 1.6,102,longue,5,5,gris,false,18880
55,M,845,En Couple,2,false,7846 GY 60,7846 GY 60,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
32,F,431,C�libataire,0,false,9892 YP 76,9892 YP 76,Audi,A2 1.4,75,courte,5,5,bleu,true,12817
27,F,1008,En Couple,1,true,8137 OF 97,8137 OF 97,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
23,F,560,En Couple,2,false,4775 LO 74,4775 LO 74,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
?,M,419,En Couple,1,false,3657 DE 89,3657 DE 89,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,false,49200
57,M,598,En Couple,3,false,2975 JQ 37,2975 JQ 37,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
22,M,234,C�libataire,0,false,7302 ES 62,7302 ES 62,Renault,Megane 2.0 16V,135,moyenne,5,5,blanc,true,15644
43,M,220,En Couple,0,false,5926 FD 47,5926 FD 47,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,noir,false,30000
36,M,206,En Couple,3,false,7046 PN 60,7046 PN 60,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
36,M,1061,C�libataire,0,false,1258 VZ 18,1258 VZ 18,Audi,A2 1.4,75,courte,5,5,noir,false,18310
37,F,194,En Couple,2,true,8716 DQ 87,8716 DQ 87,Daihatsu,Cuore 1.0,58,courte,5,3,bleu,false,8850
43,M,1044,En Couple,0,false,2601 RP 56,2601 RP 56,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
40,M,927,En Couple,0,false,4274 AE 26,4274 AE 26,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
23,M,936,En Couple,4,false,7698 SI 54,7698 SI 54,BMW,M5,507,tr�s longue,5,5,gris,false,94800
30,M,473,C�libataire,0,false,1984 RI 51,1984 RI 51,BMW,120i,150,moyenne,5,5,noir,true,25060
28,F,510,En Couple,4,false,2202 RT 90,2202 RT 90,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
64,M,556,N/D,3,false,1 EL 46,1 EL 46,Mercedes,S500,306,tr�s longue,5,5,rouge,true,70910
44,M,728,C�libataire,0,false,7732 YN 29,7732 YN 29,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
52,M,165,C�libataire,0,false,3381 RY 57,3381 RY 57,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,true,15644
33,M,211,En Couple,2,false,3991 XA 24,3991 XA 24,Fiat,Croma 2.2,147,longue,5,5,noir,true,17346
61,M,482,En Couple,3,false,6073 CM 58,6073 CM 58,Mercedes,S500,306,tr�s longue,5,5,noir,true,70910
39,M,523,C�libataire,0,false,9116 BE 41,9116 BE 41,BMW,120i,150,moyenne,5,5,blanc,true,25060
20,M,498,C�libataire,0,false,8496 CL 35,8496 CL 35,Audi,A2 1.4,75,courte,5,5,gris,true,12817
36,M,595,C�libataire,0,false,925 MZ 44,925 MZ 44,Audi,A2 1.4,75,courte,5,5,gris,true,12817
23,M,477,C�libataire,0,false,6381 OG 78,6381 OG 78,BMW,120i,150,moyenne,5,5,rouge,true,25060
79,M,505,En Couple,3,true,7959 BI 12,7959 BI 12,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
51,F,1064,En Couple,1,false,1958 WH 24,1958 WH 24,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
75,M,962,En Couple,1,true,8856 ZZ 17,8856 ZZ 17,Audi,A2 1.4,75,courte,5,5,noir,false,18310
24,F,759,C�libataire,0,false,8754 DN 53,8754 DN 53,Audi,A2 1.4,75,courte,5,5,gris,false,18310
33,M,431,En Couple,1,false,5217 RC 79,5217 RC 79,Renault,Laguna 2.0T,170,longue,5,5,rouge,false,27300
59,M,169,Seul,0,false,9275 ZK 87,9275 ZK 87,Nissan,Almera 1.8,115,moyenne,5,5,blanc,false,16450
23,M,458,En Couple,4,true,8916 VF 63,8916 VF 63,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
51,M,913,En Couple,4,false,8685 MB 34,8685 MB 34,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
51,M,448,C�libataire,0,false,2486 MC 89,2486 MC 89,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
73,M,1086,En Couple,1,true,6212 KU 30,6212 KU 30,Audi,A2 1.4,75,courte,5,5,gris,false,18310
24,M,402,En Couple,4,true,3982 XR 39,3982 XR 39,Volvo,S80 T6,272,tr�s longue,5,5,bleu,false,50500
24,M,599,C�libataire,0,false,7793 QA 23,7793 QA 23,Volkswagen,Polo 1.2 6V,55,courte,5,3,blanc,false,12200
51,M,534,En Couple,2,false,2372 ZG 45,2372 ZG 45,Volvo,S80 T6,272,tr�s longue,5,5,noir,false,50500
46,M,442,En Couple,2,false,405 EA 90,405 EA 90,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
57,M,532,En Couple,2,false,1458 RV 45,1458 RV 45,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,true,25970
50,M,1355,C�libataire,0,false,5428 JJ 28,5428 JJ 28,Audi,A2 1.4,75,courte,5,5,noir,false,18310
47,M,477,En Couple,0,true,310 SP 40,310 SP 40,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,false,12200
46,M,508,C�libataire,0,false,4867 GK 62,4867 GK 62,Renault,Megane 2.0 16V,135,moyenne,5,5,bleu,false,22350
45,F,1371,En Couple,0,false,5917 GA 70,5917 GA 70,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
41,M,571,En Couple,3,false,2714 ZD 80,2714 ZD 80,BMW,M5,507,tr�s longue,5,5,noir,true,66360
60,F,451,C�libataire,0,false,6841 NB 29,6841 NB 29,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,rouge,false,22900
57,M,570,En Couple,4,false,339 CB 76,339 CB 76,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
73,M,594,C�libataire,0,false,9564 CM 38,9564 CM 38,Mercedes,A200,136,moyenne,5,5,blanc,true,18130
23,M,551,En Couple,2,false,7384 LT 36,7384 LT 36,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
40,M,568,Seule,3,false,9034 BQ 98,9034 BQ 98,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
44,M,401,En Couple,1,false,7144 TB 85,7144 TB 85,Jaguar,X-Type 2.5 V6,197,longue,5,5,gris,true,25970
24,M,930,C�libataire,0,false,5499 MM 70,5499 MM 70,Audi,A2 1.4,75,courte,5,5,gris,false,18310
30,M,1011,En Couple,2,false,9586 RN 61,9586 RN 61,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
26,F,228,C�libataire,0,false,6341 GB 96,6341 GB 96,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
77,M,151,En Couple,0,false,3703 UR 52,3703 UR 52,Nissan,Primera 1.6,109,longue,5,5,rouge,false,18650
56,M,232,Seule,2,false,1941 UF 30,1941 UF 30,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,rouge,false,30000
34,M,943,C�libataire,0,false,4364 QV 25,4364 QV 25,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
82,M,591,C�libataire,0,false,2359 MV 78,2359 MV 78,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
80,F,516,En Couple,4,false,8517 DA 51,8517 DA 51,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
68,M,203,En Couple,2,false,9753 UZ 32,9753 UZ 32,Volvo,S80 T6,272,tr�s longue,5,5,bleu,true,35350
33,M,1093,En Couple,1,false,123 BB 46,123 BB 46,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
24,F,562,C�libataire,0,false,5132 CE 33,5132 CE 33,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
25,F,208,C�libataire,0,false,8247 JF 32,8247 JF 32,Volkswagen,New Beatle 1.8,110,moyenne,5,5,bleu,true,18641
46,M,997,C�libataire,0,false,2162 KK 52,2162 KK 52,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
18,M,232,C�libataire,0,false,6820 CP 19,6820 CP 19,Nissan,Almera 1.8,115,moyenne,5,5,bleu,false,16450
40,F,?,En Couple,3,false,6464 UK 41,6464 UK 41,BMW,M5,507,tr�s longue,5,5,noir,true,66360
42,M,487,C�libataire,0,false,3360 QS 68,3360 QS 68,Audi,A2 1.4,75,courte,5,5,gris,true,12817
18,F,419,En Couple,2,false,6397 UQ 36,6397 UQ 36,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,false,49200
39,M,479,En Couple,0,false,5962 JD 39,5962 JD 39,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
56,M,204,En Couple,1,false,2817 RN 83,2817 RN 83,Fiat,Croma 2.2,147,longue,5,5,rouge,true,17346
48,M,1363,En Couple,0,true,4853 FU 61,4853 FU 61,Audi,A2 1.4,75,courte,5,5,gris,false,18310
41,M,477,C�libataire,0,false,1479 LA 72,1479 LA 72,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,false,22350
37,M,791,En Couple,0,false,9876 MG 69,9876 MG 69,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
45,F,563,En Couple,0,true,3850 GY 81,3850 GY 81,Audi,A2 1.4,75,courte,5,5,rouge,true,12817
75,F,592,En Couple,1,false,1563 OM 71,1563 OM 71,Saab,9.3 1.8T,150,longue,5,5,noir,true,27020
25,F,1195,C�libataire,0,false,2059 GF 48,2059 GF 48,Audi,A2 1.4,75,courte,5,5,noir,false,18310
22,F,410,C�libataire,0,false,3188 SX 65,3188 SX 65,Peugeot,1007 1.4,75,courte,5,5,gris,false,13750
32,M,983,En Couple,4,false,9369 EI 18,9369 EI 18,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
58,F,480,Mari�(e),0,false,8119 OX 30,8119 OX 30,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,false,49200
79,M,470,En Couple,2,false,2374 RE 79,2374 RE 79,Saab,9.3 1.8T,150,longue,5,5,rouge,true,27020
44,M,1324,En Couple,2,true,1231 HC 69,1231 HC 69,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
25,M,572,C�libataire,0,false,8777 RD 54,8777 RD 54,BMW,120i,150,moyenne,5,5,rouge,true,25060
35,F,423,C�libataire,0,false,1100 TG 97,1100 TG 97,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
52,M,410,En Couple,3,false,5798 LU 44,5798 LU 44,BMW,M5,507,tr�s longue,5,5,gris,true,66360
18,M,474,C�libataire,0,false,2843 OG 85,2843 OG 85,BMW,120i,150,moyenne,5,5,gris,true,25060
19,M,1171,En Couple,1,false,7511 QV 61,7511 QV 61,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
63,F,427,En Couple,3,true,5407 CJ 78,5407 CJ 78,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
50,F,1084,En Couple,3,false,9398 OZ 36,9398 OZ 36,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
40,M,1085,En Couple,0,false,555 IB 16,555 IB 16,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
45,M,178,En Couple,0,false,4624 QN 77,4624 QN 77,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,gris,true,34440
22,M,405,En Couple,2,false,1861 JI 90,1861 JI 90,Fiat,Croma 2.2,147,longue,5,5,bleu,false,24780
26,M,404,C�libataire,0,false,5411 QA 35,5411 QA 35,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
24,F,190,En Couple,4,false,9125 SM 10,9125 SM 10,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,true,34440
31,M,551,En Couple,0,false,1328 NE 49,1328 NE 49,BMW,M5,507,tr�s longue,5,5,blanc,true,66360
21,M,844,Seule,2,false,931 VS 54,931 VS 54,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
43,F,1369,En Couple,1,false,1801 CT 44,1801 CT 44,Jaguar,X-Type 2.5 V6,197,longue,5,5,bleu,false,37100
51,M,471,En Couple,2,false,1931 AJ 18,1931 AJ 18,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
70,M,1036,En Couple,2,false,2035 JV 48,2035 JV 48,Mercedes,S500,306,tr�s longue,5,5,gris,false,101300
41,F,850,C�libataire,0,false,4492 ZA 49,4492 ZA 49,Audi,A2 1.4,75,courte,5,5,noir,false,18310
22,F,468,En Couple,4,true,5509 ZT 45,5509 ZT 45,Volvo,S80 T6,272,tr�s longue,5,5,gris,false,50500
65,M,228,C�libataire,0,false,6132 MV 90,6132 MV 90,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
81,M,220,En Couple,3,false,7639 BM 81,7639 BM 81,Volvo,S80 T6,272,tr�s longue,5,5,noir,true,35350
79,F,517,En Couple,1,false,325 HL 77,325 HL 77,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
21,M,226,N/D,0,false,2515 MW 74,2515 MW 74,Renault,Megane 2.0 16V,135,moyenne,5,5,gris,true,15644
39,F,1318,En Couple,1,false,5907 VN 37,5907 VN 37,BMW,M5,507,tr�s longue,5,5,noir,false,94800
40,M,814,En Couple,3,false,8039 AL 13,8039 AL 13,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
29,M,1299,C�libataire,0,false,6979 CJ 79,6979 CJ 79,Audi,A2 1.4,75,courte,5,5,gris,false,18310
76,F,481,Seule,2,false,8257 IT 57,8257 IT 57,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
33,F,727,En Couple,0,true,7838 ZF 28,7838 ZF 28,Mini,Copper 1.6 16V,115,courte,5,5,bleu,false,18200
39,F,1126,C�libataire,0,false,6433 PC 48,6433 PC 48,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
29,F,488,En Couple,1,false,7291 XF 42,7291 XF 42,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
54,M,506,En Couple,4,false,4345 PI 15,4345 PI 15,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
44,F,1044,En Couple,3,false,951 RI 13,951 RI 13,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
57,M,1322,En Couple,3,false,9600 AT 44,9600 AT 44,BMW,M5,507,tr�s longue,5,5,blanc,false,94800
44,F,592,C�libataire,0,false,9760 RR 22,9760 RR 22,Audi,A2 1.4,75,courte,5,5,gris,true,12817
66,F,1367,C�libataire,0,false,5066 YY 55,5066 YY 55,Mercedes,A200,136,moyenne,5,5,blanc,false,25900
24,M,1056,C�libataire,0,false,261 OO 81,261 OO 81,Audi,A2 1.4,75,courte,5,5,gris,false,18310
69,M,1336,C�libataire,0,false,1233 NX 78,1233 NX 78,Audi,A2 1.4,75,courte,5,5,gris,false,18310
35,M,798,C�libataire,0,false,5448 LK 98,5448 LK 98,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
55,M,194,En Couple,4,false,6143 ZS 84,6143 ZS 84,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,gris,false,30000
35,M,528,En Couple,2,true,8155 GJ 87,8155 GJ 87,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
25,F,944,En Couple,2,false,3553 LK 79,3553 LK 79,Jaguar,X-Type 2.5 V6,197,longue,5,5,blanc,false,37100
61,M,459,En Couple,0,true,4934 CA 82,4934 CA 82,Audi,A2 1.4,75,courte,5,5,blanc,true,12817
50,M,226,En Couple,2,false,2709 VL 98,2709 VL 98,Nissan,Primera 1.6,109,longue,5,5,rouge,false,18650
26,F,1017,Seule,3,false,5919 JO 75,5919 JO 75,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
20,M,201,En Couple,4,false,412 RF 35,412 RF 35,Nissan,Maxima 3.0 V6,200,tr�s longue,5,5,rouge,false,30000
46,M,598,En Couple,4,false,3071 EJ 39,3071 EJ 39,BMW,M5,507,tr�s longue,5,5,bleu,true,66360
32,F,522,C�libataire,0,false,4440 KQ 12,4440 KQ 12,Renault,Megane 2.0 16V,135,moyenne,5,5,noir,false,22350
46,M,1353,En Couple,2,false,883 TG 49,883 TG 49,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
18,M,1362,C�libataire,0,false,2862 LU 30,2862 LU 30,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
24,M,245,En Couple,1,false,3176 PH 12,3176 PH 12,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,rouge,true,34440
41,M,185,C�libataire,0,false,7685 QT 97,7685 QT 97,Volkswagen,Polo 1.2 6V,55,courte,5,3,rouge,true,8540
67,M,243,En Couple,4,false,3182 PH 23,3182 PH 23,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
36,M,478,En Couple,3,false,197 YR 96,197 YR 96,BMW,M5,507,tr�s longue,5,5,gris,true,66360
19,M,598,En Couple,4,false,3990 FZ 30,3990 FZ 30,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
29,M,186,C�libataire,0,false,473 PQ 21,473 PQ 21,Peugeot,1007 1.4,75,courte,5,5,gris,true,9625
55,M,475,En Couple,1,true,4835 RA 15,4835 RA 15,Peugeot,1007 1.4,75,courte,5,5,noir,false,13750
60,M,431,En Couple,2,false,8317 CX 42,8317 CX 42,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,blanc,false,49200
65,F,567,C�libataire,0,false,172 UP 56,172 UP 56,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
25,M,221,En Couple,1,true,2303 FK 21,2303 FK 21,Kia,Picanto 1.1,65,courte,5,5,blanc,false,8990
41,M,930,Seule,2,false,6152 OJ 37,6152 OJ 37,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
51,M,488,En Couple,0,false,3217 NA 15,3217 NA 15,BMW,M5,507,tr�s longue,5,5,noir,true,66360
47,M,531,En Couple,3,false,5008 GA 27,5008 GA 27,BMW,M5,507,tr�s longue,5,5,noir,true,66360
41,F,563,En Couple,1,false,1717 JB 93,1717 JB 93,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,true,25970
56,F,793,En Couple,1,true,6704 XI 82,6704 XI 82,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
48,M,566,C�libataire,0,false,191 OQ 35,191 OQ 35,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,false,22900
51,M,164,En Couple,0,false,3445 QT 71,3445 QT 71,Nissan,Primera 1.6,109,longue,5,5,blanc,false,18650
59,M,442,En Couple,2,false,775 SW 11,775 SW 11,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
77,M,877,C�libataire,0,false,5791 GE 22,5791 GE 22,Mercedes,A200,136,moyenne,5,5,noir,false,25900
32,F,554,En Couple,2,true,5091 IW 27,5091 IW 27,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
30,F,1177,En Couple,0,false,4897 DN 32,4897 DN 32,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
56,F,246,C�libataire,0,false,9761 HL 83,9761 HL 83,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,blanc,true,16029
23,F,599,C�libataire,0,false,8780 ZZ 28,8780 ZZ 28,Volkswagen,Golf 2.0 FSI,150,moyenne,5,5,bleu,false,22900
42,F�minin,164,C�libataire,0,false,6170 NH 35,6170 NH 35,Daihatsu,Cuore 1.0,58,courte,5,3,noir,false,8850
53,M,1104,C�libataire,0,false,3303 MX 41,3303 MX 41,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
28,F,1338,C�libataire,0,false,8911 IZ 21,8911 IZ 21,Mini,Copper 1.6 16V,115,courte,5,5,noir,false,18200
42,Masculin,581,C�libataire,0,false,6985 AO 13,6985 AO 13,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
25,M,544,En Couple,0,false,9264 DD 25,9264 DD 25,Fiat,Croma 2.2,147,longue,5,5,rouge,false,24780
29,M,189,En Couple,0,false,1804 TP 69,1804 TP 69,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,noir,true,34440
64,M,213,En Couple,4,true,4576 AY 88,4576 AY 88,Volvo,S80 T6,272,tr�s longue,5,5,bleu,true,35350
41,F,1203,C�libataire,0,false,9324 FB 11,9324 FB 11,Audi,A2 1.4,75,courte,5,5,gris,false,18310
46,F,182,C�libataire,0,false,1250 EY 25,1250 EY 25,Daihatsu,Cuore 1.0,58,courte,5,3,gris,false,8850
36,M,1339,C�libataire,0,false,6886 TU 62,6886 TU 62,Audi,A2 1.4,75,courte,5,5,noir,false,18310
42,M,492,En Couple,0,false,1006 RJ 93,1006 RJ 93,Renault,Vel Satis 3.5 V6,245,tr�s longue,5,5,bleu,false,49200
18,F,558,En Couple,0,false,5097 TH 55,5097 TH 55,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
18,M,844,En Couple,2,true,5420 MZ 28,5420 MZ 28,Audi,A2 1.4,75,courte,5,5,gris,false,18310
32,M,454,C�libataire,0,false,9399 ZW 28,9399 ZW 28,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
28,M,150,En Couple,3,false,5943 NH 21,5943 NH 21,Volvo,S80 T6,272,tr�s longue,5,5,gris,true,35350
27,F,169,En Couple,1,false,772 PG 35,772 PG 35,Fiat,Croma 2.2,147,longue,5,5,blanc,true,17346
27,M,540,En Couple,0,false,6474 VF 43,6474 VF 43,BMW,M5,507,tr�s longue,5,5,gris,true,66360
39,M,812,En Couple,0,true,5381 JF 35,5381 JF 35,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
22,F,845,Seule,3,false,7734 SX 62,7734 SX 62,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
52,M,528,Seule,3,false,6563 CL 20,6563 CL 20,Renault,Laguna 2.0T,170,longue,5,5,blanc,false,27300
27,M,1050,En Couple,2,true,5066 CY 61,5066 CY 61,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
31,F,483,En Couple,2,false,4261 SZ 60,4261 SZ 60,Fiat,Croma 2.2,147,longue,5,5,blanc,false,24780
37,M,470,C�libataire,0,false,3977 KS 53,3977 KS 53,Renault,Megane 2.0 16V,135,moyenne,5,5,rouge,false,22350
37,M,790,En Couple,4,false,3704 ZA 52,3704 ZA 52,BMW,M5,507,tr�s longue,5,5,noir,false,94800
83,M,870,Seule,2,false,8711 YD 34,8711 YD 34,Saab,9.3 1.8T,150,longue,5,5,blanc,false,38600
36,F,717,C�libataire,0,false,9882 MU 97,9882 MU 97,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
55,M,505,En Couple,0,false,8412 OH 51,8412 OH 51,Ford,Mondeo 1.8,125,longue,5,5,gris,false,23900
64,F,527,En Couple,4,false,5466 RN 47,5466 RN 47,Mercedes,S500,306,tr�s longue,5,5,blanc,true,70910
51,F,221,En Couple,0,true,8127 OH 22,8127 OH 22,Peugeot,1007 1.4,75,courte,5,5,noir,true,9625
21,M,1105,En Couple,1,false,2010 UJ 17,2010 UJ 17,BMW,M5,507,tr�s longue,5,5,bleu,false,94800
51,F,1396,C�libataire,0,false,3291 CD 81,3291 CD 81,Audi,A2 1.4,75,courte,5,5,gris,false,18310
57,M,850,C�libataire,0,false,3117 XN 47,3117 XN 47,Audi,A2 1.4,75,courte,5,5,blanc,false,18310
36,M,1334,En Couple,0,false,332 NG 84,332 NG 84,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
31,F,431,C�libataire,0,false,1224 EK 35,1224 EK 35,Peugeot,1007 1.4,75,courte,5,5,rouge,false,13750
21,M,560,C�libataire,0,false,9683 JP 47,9683 JP 47,Peugeot,1007 1.4,75,courte,5,5,blanc,false,13750
21,F,1126,En Couple,4,false,4020 QU 93,4020 QU 93,BMW,M5,507,tr�s longue,5,5,gris,false,94800
72,F,1135,En Couple,3,false,5758 SL 22,5758 SL 22,Mercedes,S500,306,tr�s longue,5,5,blanc,false,101300
22,M,487,C�libataire,0,false,8202 RY 35,8202 RY 35,Peugeot,1007 1.4,75,courte,5,5,bleu,false,13750
29,M,233,En Couple,3,false,7072 HJ 32,7072 HJ 32,Volvo,S80 T6,272,tr�s longue,5,5,blanc,true,35350
20,F,512,En Couple,4,false,581 KU 87,581 KU 87,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
28,M,518,En Couple,1,false,9806 DW 18,9806 DW 18,Ford,Mondeo 1.8,125,longue,5,5,noir,false,23900
43,M,1175,C�libataire,0,false,7651 RG 38,7651 RG 38,Audi,A2 1.4,75,courte,5,5,rouge,false,18310
27,F,576,En Couple,3,false,5983 JU 33,5983 JU 33,BMW,M5,507,tr�s longue,5,5,rouge,true,66360
76,M,194,En Couple,1,false,3620 BK 11,3620 BK 11,Volvo,S80 T6,272,tr�s longue,5,5,noir,true,35350
23,M,245,En Couple,2,false,523 IS 64,523 IS 64,Nissan,Primera 1.6,109,longue,5,5,rouge,false,18650
27,F,903,En Couple,4,false,3497 OP 87,3497 OP 87,BMW,M5,507,tr�s longue,5,5,rouge,false,94800
69,M,1355,En Couple,1,false,2093 BG 53,2093 BG 53,Mercedes,S500,306,tr�s longue,5,5,bleu,false,101300
84,F,488,Mari�(e),3,false,6821 MC 27,6821 MC 27,Mercedes,S500,306,tr�s longue,5,5,bleu,true,70910
25,M,918,C�libataire,0,false,3137 NW 31,3137 NW 31,Audi,A2 1.4,75,courte,5,5,bleu,false,18310
35,M,220,En Couple,1,false,4575 ZP 16,4575 ZP 16,Nissan,Primera 1.6,109,longue,5,5,noir,false,18650
45,M,1297,En Couple,0,false,901 EE 30,901 EE 30,Jaguar,X-Type 2.5 V6,197,longue,5,5,noir,false,37100
29,M,214,En Couple,2,false,4398 GE 87,4398 GE 87,Fiat,Croma 2.2,147,longue,5,5,rouge,true,17346
51,F,1235,En Couple,3,false,1851 VR 23,1851 VR 23,BMW,M5,507,tr�s longue,5,5,gris,false,94800
18,F,885,C�libataire,0,false,9131 UH 94,9131 UH 94,Mini,Copper 1.6 16V,115,courte,5,5,noir,false,18200
39,M,842,En Couple,1,false,9989 UE 40,9989 UE 40,Jaguar,X-Type 2.5 V6,197,longue,5,5,rouge,false,37100
