age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
21,F,560,En Couple,2,false,2070 UQ 34
57,M,506,En Couple,1,true,5202 RN 46
47,M,505,C�libataire,0,false,674 WI 46
?,F,573,C�libataire,0,false,663 VM 23
20,M,517,C�libataire,0,false,3219 KX 65
58,F,847,Seule,3,false,1108 RV 29
44,Homme,519,En Couple,3,false,1143 RJ 12
40,F,728,C�libataire,0,false,6894 ZI 92
27,M,516,En Couple,0,true,7308 YY 12
22,M,515,C�libataire,0,false,7692 RL 97
59,M,540,En Couple,4,false,1058 YS 77
84,M,228,C�libataire,0,false,713 CS 87
24,M,498,En Couple,0,false,2684 WT 86
29,M,783,En Couple,0,true,2896 JY 63
39,M,181,En Couple,2,false,5118 ZJ 61
77,M,435,Seule,1,false,9087 UU 46
69,Homme,791,En Couple,2,false,2944 KA 27
53,F,433,C�libataire,0,false,7316 ZC 66
73,M,153,En Couple,2,false,7545 FM 96
56,M,417,En Couple,1,false,3634 OO 60
25,M,421,En Couple,0,false,5140 VG 40
37,M,400,En Couple,3,false,3261 DV 86
37,F,408,En Couple,0,false,158 HL 72
70,M,1332,C�libataire,0,false,4073 WE 23
21,M,474,C�libataire,0,false,5765 AW 46
37,M,1102,En Couple,4,true,3950 TA 56
19,F,487,En Couple,0,false,9450 KR 18
26,M,174,En Couple,3,false,2038 KW 13
28,F,187,En Couple,2,false,1279 YD 82
35,M,1023,C�libataire,0,false,1453 AT 61
29,F�minin,504,C�libataire,0,false,3626 KD 58
34,Homme,450,C�libataire,0,false,4880 BJ 93
27,M,1050,En Couple,1,false,2319 FI 89
22,M,541,En Couple,1,false,8014 RK 48
54,M,453,En Couple,4,true,5322 FZ 10
82,M,578,En Couple,1,false,3178 IS 83
29,F,533,C�libataire,0,false,6402 CM 73
47,F,483,En Couple,0,true,9046 PT 88
63,M,1210,C�libataire,0,false,2806 NO 26
59,Masculin,188,En Couple,4,false,312 FP 40
32,F,869,C�libataire,0,false,2916 VA 56
47,M,1284,En Couple,4,false,9112 HN 12
58,M,458,En Couple,3,false,3804 BO 97
66,M,485,C�libataire,0,false,3440 BA 38
26,M,829,C�libataire,0,false,4337 GX 67
57,M,562,C�libataire,0,false,2762 KJ 97
50,M,431,C�libataire,0,false,9831 IJ 34
82,M,155,En Couple,0,false,3317 VF 89
56,F,427,En Couple,4,false,1862 FQ 26
26,M,177,Seule,2,false,1344 TL 92
22,M,223,C�libataire,0,false,7269 GA 95
24,M,709,Seule,1,false,9565 WB 81
82,M,826,En Couple,2,false,4991 OZ 40
42,M,503,C�libataire,0,false,1503 GN 44
61,M,505,En Couple,2,false,9345 FK 84
77,F,493,En Couple,0,false,6987 QG 86
73,F,497,En Couple,0,false,3193 EB 41
54,F�minin,1335,En Couple,2,true,2778 GN 29
53,M,559,En Couple,4,false,728 OC 54
44,M,234,En Couple,2,false,6773 TN 39
52,M,248,En Couple,0,false,64 GK 36
49,M,1215,En Couple,3,false,1831 NI 44
35,M,180,En Couple,3,false,2487 IF 92
67,M,463,En Couple,2,false,6494 QI 98
27,M,165,En Couple,4,false,1826 XG 70
76,F,752,En Couple,2,true,8890 ZQ 26
28,F,225,En Couple,1,false,9994 QZ 28
30,M,1276,En Couple,2,false,5372 KI 53
43,F,408,En Couple,2,false,7802 SC 38
32,M,156,En Couple,4,false,3064 AL 78
38,M,467,C�libataire,0,false,2669 OU 35
31,F,188,C�libataire,0,false,5955 AI 11
26,M,859,En Couple,2,false,4660 PV 36
49,M,507,En Couple,0,false,1108 NQ 22
37,M,559,C�libataire,0,false,7822 XE 27
23,M,1124,Seule,3,false,630 OV 38
84,M,853,C�libataire,0,false,2254 YK 12
55,M,505,C�libataire,0,false,8244 MF 49
20,M,1372,En Couple,4,false,1321 GX 97
57,M,505,C�libataire,0,false,7580 CR 98
79,M,151,En Couple,3,false,7108 PZ 94
38,F,556,C�libataire,0,false,3789 IG 72
76,M,415,Seule,3,false,6473 XZ 41
23,F,598,En Couple,2,false,8424 WZ 67
21,M,496,En Couple,1,false,2530 MA 38
51,M,484,C�libataire,0,false,7297 HD 68
46,M,200,En Couple,1,false,2716 QF 47
45,M,1161,Seule,1,false,7518 BJ 95
31,M,1224,En Couple,1,false,9574 UB 96
41,M,593,En Couple,3,true,887 CR 12
62,M,157,En Couple,3,false,3919 GC 11
45,M,595,Seule,3,false,500 IB 72
25,M,913,C�libataire,0,false,4794 GS 68
36,M,562,En Couple,0,false,7954 RT 64
30,M,416,C�libataire,0,false,6893 KS 10
84,F,1274,En Couple,1,false,462 OF 27
49,M,1223,En Couple,0,false,8541 JU 27
26,F,551,C�libataire,0,false,5655 GD 20
49,M,172,En Couple,1,false,4451 FB 69
19,M,839,En Couple,1,false,2815 PG 78
57,M,209,C�libataire,0,false,6825 PR 27
31,M,496,En Couple,1,false,5211 XV 16
80,Homme,231,En Couple,2,false,829 LU 29
37,M,1044,En Couple,2,false,3646 FE 31
50,F,743,En Couple,1,false,5725 RA 91
54,F,412,En Couple,4,false,9905 GV 88
49,M,247,En Couple,3,false,2121 IY 35
19,M,406,En Couple,0,false,6190 XK 15
83,F,553,En Couple,3,false,4516 PX 92
65,M,172,C�libataire,0,false,5855 IY 71
32,M,555,En Couple,1,false,9475 GY 42
42,F,191,C�libataire,0,false,9491 KC 64
81,M,1112,C�libataire,0,false,5355 JN 12
38,M,551,En Couple,4,false,6425 HA 39
28,M,1193,C�libataire,0,false,8582 AK 98
75,M,1080,C�libataire,0,false,35 ZN 66
22,F,183,C�libataire,0,false,6462 EC 46
55,M,406,En Couple,1,false,7876 MF 89
64,F,438,En Couple,0,false,5040 RS 43
53,M,878,C�libataire,0,false,5058 SW 21
32,M,424,En Couple,0,true,5179 PD 97
21,M,845,En Couple,1,false,3668 CV 48
28,M,196,C�libataire,0,false,9166 HS 56
51,M,742,En Couple,3,true,1108 CW 17
59,M,1149,En Couple,4,false,2124 PF 83
40,F,172,En Couple,0,false,3997 MR 65
48,F,456,En Couple,1,false,3435 IU 70
18,M,581,En Couple,3,false,8253 ER 85
41,M,1131,En Couple,0,false,7360 JV 28
38,M,1267,En Couple,4,false,8052 NM 20
53,M,194,En Couple,3,false,1604 JT 85
33,M,473,Mari�(e),0,false,8163 SC 89
40,M,420,En Couple,4,false,8210 QK 77
22,M,541,En Couple,1,false,94 RP 71
78,F,562,C�libataire,0,false,8966 GB 56
71,M,1024,C�libataire,0,false,8154 HL 11
41,M,1018,C�libataire,0,false,9326 HV 30
18,M,1327,En Couple,0,false,3134 PA 34
29,M,526,En Couple,1,true,8397 XJ 15
50,M,484,C�libataire,0,false,4214 YY 29
45,M,175,En Couple,4,false,1331 DX 67
55,M,509,C�libataire,0,false,9627 BJ 95
24,M,857,C�libataire,0,false,8885 JR 23
18,M,888,C�libataire,0,false,1131 ZZ 88
-1,M,1022,C�libataire,0,false,5579 UX 66
31,M,580,En Couple,3,false,1927 IE 61
71,M,241,C�libataire,0,false,60 PA 47
49,M,1335,En Couple,0,true,7519 CF 98
53,M,459,En Couple,1,false,5235 AB 93
45,F,517,C�libataire,0,false,9304 YQ 45
23,F,411,En Couple,1,true,2557 VY 26
27,F,1025,C�libataire,0,false,8390 EE 62
22,M,1039,Seule,2,false,264 DA 91
58,M,1257,En Couple,0,false,9601 BC 12
19,M,436,C�libataire,0,false,2837 AE 49
84,M,582,Seule,2,false,180 GL 96
65,M,528,En Couple,2,false,8903 JQ 66
77,M,703,En Couple,1,false,632 BB 78
18,M,402,C�libataire,0,false,3297 ZB 62
26,M,551,En Couple,4,false,6605 JA 39
79,F,169,C�libataire,0,false,3548 JI 91
35,M,1228,En Couple,1,false,2994 EI 66
29,M,763,En Couple,0,false,1886 LY 38
83,M,157,En Couple,3,false,9927 HV 42
20,M,1071,C�libataire,0,false,1794 AQ 41
44,M,233,C�libataire,0,false,1073 RI 20
26,M,1340,Seule,2,false,6470 KE 90
20,M,465,En Couple,4,false,9030 TU 92
56,M,234,En Couple,4,false,1320 PR 28
65,M,1091,C�libataire,0,false,6028 YF 39
57,M,1251,En Couple,1,true,4456 YF 75
29,M,1201,En Couple,3,false,5054 CG 45
18,M,773,C�libataire,0,false,9274 YD 27
59,Homme,519,C�libataire,0,false,3654 KO 70
21,M,429,C�libataire,0,false,1328 OH 26
55,F,464,En Couple,3,false,6996 IB 19
52,M,848,En Couple,3,false,1539 AU 29
27,F,1121,En Couple,2,false,53 EX 92
26,F,901,C�libataire,0,false,2074 JK 71
84,F,193,En Couple,0,false,1596 QO 32
76,M,1203,En Couple,4,true,7760 BM 22
46,F,894,En Couple,4,false,8076 JM 58
32,F,560,En Couple,3,false,2754 PJ 61
18,M,714,En Couple,3,false,3642 WO 30
54,F,1245,En Couple,1,false,7550 EZ 44
57,F,507,En Couple,4,false,7391 IQ 21
37,M,425,En Couple,0,false,6 KP 10
30,F,180,C�libataire,0,false,3652 XU 17
43,M,576,En Couple,4,false,58 ZR 21
20,M,507,En Couple,1,true,4869 NC 12
51,F,500,En Couple,2,false,3793 WI 64
27,M,599,C�libataire,0, ,878 NN 33
77,M,766,Mari�(e),4,false,1568 AA 55
19,M,1156,En Couple,4,false,3456 NE 63
29,F,589,En Couple,2,false,3024 SI 82
69,M,595,En Couple,4,false,6908 JC 56
41,M,451,En Couple,1,false,3244 UC 57
59,F,1018,En Couple,3,false,4566 YH 17
80,M,851,C�libataire,0,false,9280 TM 98
29,M,465,C�libataire,0,false,6675 BS 61
46,F,495,En Couple,1,false,7147 OI 67
47,M,209,En Couple,1,false,1130 JF 79
48,M,1268,C�libataire,0,false,5757 RD 31
42,M,489,En Couple,2,false,6103 JF 97
51,F,543,C�libataire,0,false,6601 NM 78
23,M,429,En Couple,4,false,9107 UW 44
72,M,179,En Couple,3,false,6484 UK 73
36,M,185,En Couple,3,false,4652 QF 19
32,M,1349,En Couple,3,false,5203 CH 52
32,M,1372,En Couple,1,false,7363 UN 61
80,M,219,En Couple,4,false,8384 TX 42
58,F,469,En Couple,2,false,9480 YA 45
30,F,513,En Couple,2,false,5894 LH 98
25,M,559,C�libataire,0,false,2720 SJ 67
25,M,417,En Couple,0,false,2256 WK 70
49,M,201,En Couple,3,false,3183 JT 13
26,M,435,En Couple,2,false,1053 FT 24
62,Homme,450,En Couple,3,false,5678 PM 51
51,M,1067,En Couple,0,false,6926 YC 10
49,M,528,En Couple,4,false,4357 OF 34
18,M,494,En Couple,0,true,262 OX 60
38,M,474,Seule,3,false,5169 JH 69
22,M,517,En Couple,1,true,7320 KY 69
52,F,480,C�libataire,0,false,2191 OG 64
34,M,566,Seule,1,false,6749 EU 70
61,M,440,En Couple,0,true,5487 NM 80
50,M,418,C�libataire,0,false,5227 OU 90
24,F,209,Seule,2,false,6017 UC 59
36,M,249,C�libataire,0,false,4638 FR 80
27,M,190,En Couple,3,false,7994 BP 26
78,F,242,En Couple,3,false,4242 YS 24
21,M,573,C�libataire,-1,false,8528 YC 98
55,M,157,C�libataire,0,false,8902 BR 76
42,M,495,En Couple,4,false,4489 JS 72
24,M,457,En Couple,1,false,2474 ZO 50
48,M,850,En Couple,2,false,4208 VH 62
23,M,1151,En Couple,4,false,4785 YX 81
22,F,473,En Couple,4,false,9472 NB 59
46,M,1292,En Couple,2,false,9823 YJ 65
23,M,1111,En Couple,3,false,934 WA 47
24,M,563,C�libataire,0,false,2876 GM 41
35,F,430,En Couple,1,false,9762 NG 57
55,M,407,Seule,2,false,6063 GS 78
21,M,1138,En Couple,0,false,1894 AF 80
23,M,210,En Couple,0,false,4212 BZ 93
25,F,584,En Couple,0,false,2693 BW 39
24,F,167,En Couple,3,false,2134 DZ 48
42,Masculin,749,En Couple,0,false,2629 QI 28
20,F,938,En Couple,2,false,4100 IX 20
20,M,584,En Couple,4,false,8285 TQ 83
18,M,523,C�libataire,0,false,4463 ZM 64
54,M,408,En Couple,0,false,9031 EJ 49
68,M,456,C�libataire,0,false,5466 PA 70
22,M,1337,En Couple,4,false,5886 QP 24
47,F,836,C�libataire,0,false,5609 WM 73
75,F,405,En Couple,1,false,6193 LI 20
24,M,428,C�libataire,0,false,2226 JJ 67
75,M,780,En Couple,3,false,2510 JV 79
19,M,508,En Couple,4,false,1902 OG 89
53,M,445,C�libataire,0,false,4007 NT 13
24,F,207,En Couple,3,false,9784 CS 24
18,M,402,C�libataire,0,false,7744 LF 39
44,M,527,En Couple,2,false,4300 KF 56
33,M,229,En Couple,0,false,6078 QO 75
18,M,1233,Seule,1,false,3353 ZK 42
22,M,747,C�libataire,0,false,6313 FO 68
20,F,508,En Couple,4,true,2927 ON 12
52,F,1035,En Couple,1,false,4570 HA 68
80,F,1238,En Couple,1,false,1937 HN 76
37,M,207,C�libataire,0,false,8509 CC 86
18,F,491,En Couple,1,false,628 EA 54
50,F,1261,C�libataire,0,false,8944 TF 45
49,M,1239,En Couple,3,false,8622 ZC 38
68,M,405,En Couple,0,false,4097 JH 98
80,F,1079,En Couple,2,false,7975 IC 18
28,M,834,C�libataire,0,false,8308 CE 83
64,M,217,En Couple,2,false,2490 JR 71
51,F,1022,C�libataire,0,false,794 TI 31
30,M,552,En Couple,1,false,3092 NH 68
32,M,498,En Couple,3,false,3387 WE 61
82,M,216,En Couple,0,true,8164 UK 38
25,M,1007,Seule,2,false,9468 WD 21
83,F,569,En Couple,4,false,5161 EA 66
27,F,543,En Couple,3,false,7209 HM 89
24,M,413,En Couple,0,false,3623 AF 97
48,M,445,En Couple,3,true,6972 XH 59
43,F,597,En Couple,0,false,3137 NH 32
35,M,498,C�libataire,0,false,2899 YO 93
33,M,544,En Couple,2,false,1552 KM 46
45,F,436,En Couple,1,false,1517 AP 34
47,M,1214,En Couple,3,false,5786 WZ 11
44,F,1350,En Couple,0,false,2589 KR 48
24,M,245,C�libataire,0,false,6699 SP 24
25,M,946,C�libataire,0,false,3461 FC 62
67,M,494,C�libataire,0,false,9215 MY 70
64,F,840,En Couple,4,true,6460 OL 14
19,M,538,En Couple,1,false,6181 PE 10
55,M,189,En Couple,1,false,1624 GO 83
41,F,1252,C�libataire,0,false,9709 WU 18
40,M,401,En Couple,0,false,5988 YZ 90
65,F,547,C�libataire,0,false,8938 HV 15
60,M,1036,En Couple,4,false,1851 BP 26
60,M,194,Seule,1,false,817 JG 67
44,M,246,En Couple,0,false,2362 IE 67
39,M,948,En Couple,4,true,9448 DP 72
67,M,248,C�libataire,0,false,1521 ZX 58
27,M,870,C�libataire,0,false,6199 XW 60
42,M,936,C�libataire,0,false,8546 NT 34
78,F,472,En Couple,0,false,73 WC 31
71,F,1176,C�libataire,0,false,304 WG 65
66,M,218,C�libataire,0,false,1596 XY 40
77,M,836,En Couple,0,false,6017 EJ 76
18,M,1108,En Couple,3,false,2636 TB 79
51,F,1113,En Couple,1,false,7276 PA 49
29,M,494,En Couple,1,true,4779 WP 11
19,M,499,En Couple,2,false,4587 AY 10
30,F,577,C�libataire,0,false,6220 JE 79
51,F,530,C�libataire,0,false,4634 QA 42
40,M,467,C�libataire,0,false,7859 BY 71
61,F,407,En Couple,2,false,997 DX 56
19,F,1337,C�libataire,0,false,5638 GA 16
21,M,552,En Couple,2,false,6429 CH 61
38,M,428,En Couple,0,false,8718 BD 95
68,M,1084,C�libataire,0,false,980 YB 46
21,M,535,C�libataire,0,false,9142 AO 87
67,M,557,C�libataire,0,false,4252 WA 87
45,M,439,En Couple,1,true,4394 WM 59
81,M,168,En Couple,3,false,1355 CX 14
26,M,579,C�libataire,0,false,5401 MN 93
49,M,1094,C�libataire,0,false,105 VN 52
52,F,1244,En Couple,2,false,5812 CH 20
53,M,598,En Couple,1,false,4223 FN 70
57,F,225,C�libataire,0,false,6508 PK 32
30,F,927,En Couple,2,false,4009 NN 47
32,F,543,En Couple,4,false,2022 LN 61
18,M,860,En Couple,1,false,4341 SN 90
20,F,201,C�libataire,0,false,6970 CG 64
43,M,786,En Couple,1,false,34 ZL 79
46,M,173,C�libataire,0,false,5455 WF 13
34,M,954,En Couple,2,false,3441 AI 54
52,M,460,En Couple,0,true,4705 YO 42
33,M,516,En Couple,0,false,4695 VW 34
45,M,409,En Couple,3,false,3291 GT 88
28,Masculin,481,C�libataire,0,false,9128 FZ 54
29,M,191,En Couple,0,false,7309 QJ 96
23,M,846,C�libataire,0,false,9741 KM 81
76,M,526,Seule,2,false,3014 BR 88
22,M,1346,En Couple,0,true,6510 TY 89
26,F,758,En Couple,2,false,9946 PI 92
68,F,526,En Couple,2,false,8473 CB 31
81,F,212,C�libataire,0,false,2732 HQ 75
34,M,498,En Couple,2,false,2153 HF 58
37,M,1232,En Couple,3,false,4421 EB 81
36,M,1065,C�libataire,0,false,6990 PN 47
24,M,870,?,3,false,4123 NJ 71
77,M,476,En Couple,1,false,3851 SY 56
29,M,192,C�libataire,0,false,5578 VO 49
27,F,533,En Couple,1,false,4738 ZR 62
37,M,557,En Couple,0,false,4318 LZ 20
84,M,152,En Couple,0,false,6698 NN 86
52,M,832,En Couple,1,false,2086 XY 85
40,M,848,En Couple,0,false,2153 RK 78
41,Femme,711,En Couple,4,false,4402 YH 17
29,F,558,En Couple,2,false,8186 AZ 64
71,M,233,?,1,false,390 SH 47
40,F,890,C�libataire,0,false,7272 VC 51
55,M,420,En Couple,0,true,4420 NB 60
23,F,457,En Couple,2,false,5456 IP 94
26,M,556,C�libataire,0,false,5301 HK 35
74,F,506,C�libataire,0,false,1491 CF 73
39,M,543,Seule,2,false,8288 EW 55
53,M,161,En Couple,0,false,3729 YI 60
55,M,579,C�libataire,0,false,1361 KZ 29
29,M,561,C�libataire,0,false,6526 CJ 69
61,M,464,C�libataire,0,false,83 PH 44
36,M,1247,C�libataire,0,false,32 OV 70
39,M,405,En Couple,1,true,9446 HN 62
63,F,548,C�libataire,0,false,8238 LV 42
36,F,207,Seule,1,false,3273 BE 37
25,M,529,En Couple,2,false,386 NW 34
30,F,441,C�libataire,0,false,4576 UF 43
45,M,594,En Couple,2,false,3896 XX 66
38,M,1016,C�libataire,0,false,6447 ZC 81
77,M,544,En Couple,0,false,8956 EG 14
52,M,1358,En Couple,2,false,5692 FL 69
72,M,423,En Couple,4,false,5775 CC 25
48,M,977,En Couple,1,false,432 LH 91
52,M,528,En Couple,3,false,2931 BB 88
69,Masculin,470,En Couple,0,true,9766 ZV 20
46,F,932,En Couple,1,false,3961 LA 75
59,F,219,C�libataire,0,false,8666 TJ 46
26,M,211,En Couple,3,false,8874 VV 52
30,M,756,C�libataire,0,false,9195 VX 27
67,Masculin,402,En Couple,1,false,1435 TI 28
23,F,766,En Couple,0,true,4954 GK 41
82,F,895,En Couple,2,false,6950 YX 17
39,M,952,C�libataire,0,false,3016 MP 75
75,F,1052,En Couple,4,false,6951 IJ 11
38,M,178,En Couple,1,false,6507 GZ 91
45,M,583,En Couple,2,false,8012 EA 96
60,F,870,En Couple,1,false,8121 QY 86
70,F,542,En Couple,2,false,1444 CT 22
42,M,550,En Couple,3,false,5786 AA 20
59,F,1059,En Couple,1,false,705 CP 43
23,M,530,En Couple,3,true,3914 YG 54
35,M,729,En Couple,2,false,4453 AD 83
29,M,1359,En Couple,0,false,8020 JD 47
56,M,546,En Couple,2,false,4584 AK 87
25,M,554,En Couple,2,false,7207 HK 42
42,M,445,Seule,1,false,2735 XG 40
82,M,583,En Couple,1,false,1509 ZV 19
39,M,187,En Couple,1,false,5526 ZX 90
29,F,561,En Couple,0,false,991 YK 48
20,M,417,En Couple,4,false,1015 QV 68
49,M,202,En Couple,0,false,9545 ET 24
28,M,570,En Couple,2,false,6528 CZ 15
38,M,412,En Couple,3,false,4876 AP 18
27,M,457,En Couple,3,false,737 YU 49
33,M,227,En Couple,2,false,7214 DC 89
60,F,481,En Couple,2,false,7659 FB 76
38,F,521,C�libataire,0,false,8779 SH 97
24,M,471,C�libataire,0,false,4273 XR 43
23,F,491,C�libataire,0,false,2095 LH 62
47,F,1304,C�libataire,0,false,1722 HG 27
51,M,420,En Couple,0,false,5001 ZZ 52
36,M,1281,Seule,1,false,2828 SK 14
21,M,163,C�libataire,0,false,314 HW 87
56,M,888,C�libataire,0,false,1346 LT 54
37,F,703,C�libataire,0,false,6803 XD 11
79,M,1169,C�libataire,0,false,1095 ZQ 39
47,F,764,C�libataire,0,false,2170 RH 53
29,M,444,En Couple,2,false,345 EG 34
21,M,400,En Couple,2,false,8453 HY 19
20,M,521,C�libataire,0,false,4262 CW 39
38,M,730,En Couple,0,false,2764 ZM 93
52,M,1130,En Couple,2,false,529 JG 19
41,F,1214,En Couple,3,false,3019 LR 18
27,M,176,C�libataire,0,false,3069 DL 59
47,M,406,Seule,1,false,1661 FT 15
61,M,850,En Couple,1,false,8656 LD 98
25,M,526,En Couple,1,false,7537 QV 35
30,M,585,En Couple,3,false,4337 CN 86
58,M,563,En Couple,2,false,6937 LA 39
 ,M,480,En Couple,1,false,2859 UT 28
55,M,176,C�libataire,0,false,9062 ER 33
54,M,990,En Couple,4,false,8951 OM 75
25,M,423,C�libataire,0,false,4205 DK 81
46,M,1034,En Couple,4,false,7765 IM 80
23,M,599,C�libataire,0,false,8452 AR 72
60,F,166,En Couple,0,false,2211 KQ 33
22,M,702,En Couple,0,false,5892 AC 73
35,M,156,En Couple,4,false,435 ZH 98
52,M,445,Divorc�e,2,false,4536 DV 12
53,M,191,En Couple,4,true,4697 OO 53
21,M,424,En Couple,1,false,1309 PC 95
56,F,448,En Couple,2,true,5435 PA 10
21,F,514,En Couple,1,true,1920 GT 73
56,M,227,C�libataire,0,false,6735 VB 24
44,M,238,En Couple,4,false,5538 XA 75
69,M,1257,Seule,3,false,8271 UA 83
50,M,173,En Couple,2,false,6759 WS 94
19,M,1170,C�libataire,0,false,3032 XA 32
22,F,521,Seule,1,false,9521 TR 29
78,F,441,En Couple,2,false,5717 TE 86
22,F,501,En Couple,1,false,4793 PH 51
24,M,955,Seul,0,false,7560 WH 25
58,M,513,C�libataire,0,false,9431 EN 31
42,M,241,Mari�(e),2,true,6770 NT 18
26,M,546,C�libataire,0,false,6836 VK 74
58,F,417,C�libataire,0,false,8966 EO 97
43,M,495,En Couple,2,false,1151 SW 88
44,M,248,En Couple,1,false,6217 BF 34
66,M,488,En Couple,3,false,5124 JL 47
18,M,1061,En Couple,0,true,404 SF 22
60,M,715,En Couple,4,false,870 FR 80
48,M,1145,C�libataire,0,false,1120 LP 69
55,F,228,En Couple,3,false,5669 BV 31
67,M,249,En Couple,2,false,8376 ID 13
19,M,416,En Couple,3,false,6712 XT 92
55,F,478,C�libataire,0,false,6698 UT 52
20,M,216,En Couple,4,false,2789 YL 59
22,M,911,En Couple,2,false,5462 ZW 50
39,M,204,En Couple,0,false,7635 BY 58
27,M,713,En Couple,2,true,4573 PA 49
77,M,499,C�libataire,0,false,1822 LS 91
43,M,438,En Couple,0,false,8882 LM 19
37,F,459,En Couple,4,false,6595 SX 73
19,M,946,C�libataire,0,false,7212 WA 76
45,M,826,C�libataire,0,false,4527 TC 33
52,M,957,En Couple,4, ,3377 NY 28
82,M,1110,En Couple,0,false,4963 AZ 26
76,F,453,En Couple,4,true,9580 IP 86
66,M,525,En Couple,2,false,5666 JX 23
83,M,432,En Couple,4,false,9320 GZ 53
36,M,588,En Couple,3,true,5265 VY 87
68,F,452,C�libataire,0,false,3923 NJ 88
81,M,228,C�libataire,0,false,886 IZ 40
22,M,528,En Couple,2,false,4619 VH 81
21,F,1017,En Couple,2,false,5626 EC 35
21,M,1171,En Couple,4,false,8355 MV 52
83,M,758,En Couple,3,true,3510 DQ 63
48,M,449,En Couple,1,false,3279 HD 57
21,M,1058,C�libataire,0,false,9161 VY 56
49,M,573,En Couple,2,true,5395 XT 60
54,F,549,C�libataire,0,false,9343 LP 92
63,F,400,En Couple,4,false,2631 WL 65
33,Homme,218,C�libataire,0,false,6491 ET 19
81,M,405,En Couple,3,true,7509 VK 52
46,M,179,Seule,3,false,9886 OC 20
43,M,792,En Couple,1,false,1225 JR 64
41,M,239,En Couple,3,false,892 WA 50
36,M,502,En Couple,3,true,4688 QD 61
35,M,575,En Couple,1,true,1214 KQ 22
43,M,520,En Couple,1,false,3097 GA 15
68,M,158,En Couple,0,false,1370 LS 90
78,M,-1,En Couple,4,false,2246 KJ 83
20,M,209,C�libataire,0,false,7117 VV 52
22,M,194,En Couple,2,false,1291 VQ 33
22,F,566,En Couple,4,false,6193 US 30
27,M,437,En Couple,2,false,9214 QI 76
65,F,1083,En Couple,2,false,1094 VO 60
75,F,537,En Couple,4,false,8997 WV 34
49,M,544,En Couple,1,false,4685 XA 46
40,M,485,En Couple,3,false,42 WF 96
46,M,953,C�libataire,0,false,215 QJ 94
51,F,517,En Couple,4,false,4058 LU 65
27,M,435,Seule,2,false,2586 TU 86
25,F,547,En Couple,1,false,7345 IW 10
48,M,527,C�libataire,0,false,5500 OT 21
26,M,594,En Couple,4,false,6927 CB 31
29,F,559,En Couple,0,false,1541 UU 61
55,M,466,C�libataire,0,false,9285 NY 16
23,M,1187,En Couple,1,true,8241 HY 37
24,M,1020,En Couple,2,false,8696 LQ 37
69,M,1278,En Couple,3,false,3499 ZU 91
20,M,843,C�libataire,0,false,2781 KW 16
34,F,242,C�libataire,0,false,9571 DQ 81
49,M,409,En Couple,4,false,8523 EI 43
51,F,481,En Couple,0,true,3224 HT 29
37,M,585,En Couple,4,true,1995 ZR 28
43,M,553,En Couple,2,false,3694 FN 64
47,F,178,En Couple,3,false,9595 YN 32
69,M,425,En Couple,1,true,1529 QE 62
26,M,214,En Couple,1,false,134 JX 23
50,M,1335,En Couple,0,false,144 QL 53
58,M,150,En Couple,1,false,3149 GT 50
31,M,767,Seule,3,false,8970 IX 29
41,M,419,En Couple,1,false,8800 YN 42
50,F,160,En Couple,1,false,1075 UL 76
62,N/D,1068,En Couple,4,false,6917 VD 62
34,M,767,En Couple,2,false,5128 SF 40
59,F,853,C�libataire,0,false,3808 MT 50
52,M,999,En Couple,0,false,9718 JK 49
29,F,488,En Couple,4,false,1913 KY 77
38,M,552,En Couple,0,false,5982 OL 79
20,M,556,En Couple,2,true,697 MX 51
67,M,490,En Couple,0,false,772 SN 17
29,F,1232,C�libataire,0,false,6828 MD 26
43,M,429,En Couple,4,true,8219 JY 96
76,F,573,C�libataire,0,false,1743 BU 38
55,M,516,En Couple,4,false,8554 MU 94
52,M,560,En Couple,2,false,8483 YI 83
45,F,1079,C�libataire,0,false,1145 NY 21
83,M,459,C�libataire,0,false,4824 FM 82
38,M,484,En Couple,2,false,8468 MF 30
43,M,435,En Couple,2,false,9298 CW 73
35,F,1211,En Couple,0,false,2294 BC 40
19,Homme,843,En Couple,0,false,6919 BJ 25
27,M,1216,En Couple,2,false,3071 XZ 69
23,M,491,En Couple,1,false,5823 HK 34
26,M,567,En Couple,1,false,7327 DA 46
33,F,240,C�libataire,0,false,2562 SS 25
60,F,849,En Couple,1,false,3528 NV 26
24,M,203,Seule,1,false,7341 NA 72
67,M,475,En Couple,0,false,9550 KY 35
44,M,528,En Couple,3,false,1964 QU 75
79,F,546,En Couple,3,true,2506 DF 16
56,F,469,En Couple,4,false,545 OF 35
25,M,239,En Couple,2,false,8674 LJ 59
57,F,214,C�libataire,0,false,1643 ML 53
23,M,869,C�libataire,0,false,5603 LV 76
20,M,1003,C�libataire,0,false,3823 EG 76
23,M,1355,En Couple,2,false,2279 CH 62
42,M,822,C�libataire,0,false,5171 VB 20
28,M,450,C�libataire,0,false,3630 AO 84
49,M,421,En Couple,3,false,8717 YO 36
21,M,1343,En Couple,1,false,7801 QQ 25
37,M,510,En Couple,4,false,5047 XA 52
49,F,530,En Couple,2,false,1161 UE 39
20,M,217,C�libataire,0,false,1598 YT 82
35,M,497,En Couple,1,false,9524 SU 91
18,M,1121,C�libataire,0,false,5022 LO 33
